,Country,Company,Year,Rocket,MissionStatus,RocketStatus
2171,Russia,RVSN USSR,1985,Cosmos-3M (11K65M),Success,Retired
2172,Russia,RVSN USSR,1985,Tsyklon-3,Success,Retired
2173,Japan,ISAS,1985,Mu-III S2,Success,Retired
2174,France,Arianespace,1985,Ariane 3,Success,Retired
2175,USA,Martin Marietta,1985,Titan III(34)B Agena-D,Success,Retired
2176,Russia,RVSN USSR,1985,Cosmos-3M (11K65M),Success,Retired
2177,Russia,RVSN USSR,1985,Tsyklon-3,Success,Retired
2178,USA,General Dynamics,1985,Atlas-E/F OIS,Success,Retired
2179,Russia,RVSN USSR,1985,Cosmos-3M (11K65M),Success,Retired
2180,Russia,RVSN USSR,1985,Cosmos-3M (11K65M),Success,Retired
2181,USA,General Dynamics,1985,Atlas-G Centaur-D1AR,Success,Retired
2182,USA,NASA,1985,Space Shuttle Discovery,Success,Retired
2183,Kazakhstan,RVSN USSR,1985,Zenit-2,Failure,Retired
2184,Russia,RVSN USSR,1985,Cosmos-3MRB (65MRB),Success,Retired
2185,Kazakhstan,RVSN USSR,1985,Tsyklon-2,Success,Retired
2186,Kazakhstan,RVSN USSR,1985,Molniya-M /Block SO-L,Success,Retired
2187,USA,NASA,1985,Space Shuttle Challenger,Success,Retired
2188,France,Arianespace,1985,Ariane 3,Success,Retired
2189,Russia,RVSN USSR,1985,Molniya-M /Block ML,Success,Retired
2190,Russia,RVSN USSR,1985,Cosmos-3M (11K65M),Success,Retired
2191,Russia,RVSN USSR,1985,Molniya-M /Block 2BL,Success,Retired
2192,Russia,RVSN USSR,1985,Molniya-M /Block 2BL,Success,Retired
2193,Russia,RVSN USSR,1985,Tsyklon-3,Success,Retired
2194,USA,NASA,1985,Space Shuttle Discovery,Success,Retired
2195,Russia,RVSN USSR,1985,Molniya-M /Block 2BL,Success,Retired
2196,Russia,RVSN USSR,1985,Cosmos-3M (11K65M),Success,Retired
2197,Kazakhstan,RVSN USSR,1985,Zenit-2,Failure,Retired
2198,USA,General Dynamics,1985,Atlas-G Centaur-D1AR,Success,Retired
2199,France,Arianespace,1985,Ariane 1,Success,Retired
2200,Russia,RVSN USSR,1985,Tsyklon-3,Success,Retired
2201,Russia,RVSN USSR,1985,Molniya-M /Block ML,Success,Retired
2202,USA,NASA,1985,Space Shuttle Challenger,Success,Retired
2203,Kazakhstan,RVSN USSR,1985,Tsyklon-2,Success,Retired
2204,Russia,RVSN USSR,1985,Tsyklon-3,Success,Retired
2205,Japan,ISAS,1985,Mu-III S2,Success,Retired
2206,Russia,RVSN USSR,1985,Molniya-M /Block ML,Success,Retired
2207,Kazakhstan,RVSN USSR,1985,Tsyklon-2,Success,Retired
2208,USA,NASA,1985,Space Shuttle Discovery,Success,Retired
2209,USA,Martin Marietta,1985,Titan 34D,Failure,Retired
2210,Russia,RVSN USSR,1985,Cosmos-3M (11K65M),Success,Retired
2211,France,Arianespace,1985,Ariane 3,Failure,Retired
2212,Kazakhstan,RVSN USSR,1985,Tsyklon-2,Success,Retired
2213,Russia,RVSN USSR,1985,Molniya-M /Block 2BL,Success,Retired
2214,USA,General Dynamics,1985,Atlas-G Centaur-D1AR,Success,Retired
2215,Russia,RVSN USSR,1985,Molniya-M /Block 2BL,Success,Retired
2216,Russia,RVSN USSR,1985,Cosmos-3M (11K65M),Success,Retired
2217,Kazakhstan,RVSN USSR,1985,Vostok-2M,Success,Retired
2218,Russia,RVSN USSR,1985,Molniya-M /Block ML,Success,Retired
2219,USA,NASA,1985,Space Shuttle Atlantis,Success,Retired
2220,USA,General Dynamics,1985,Atlas-E/F SGS-2,Success,Retired
2221,Russia,RVSN USSR,1985,Tsyklon-3,Success,Retired
2222,China,CASC,1985,Long March 2C,Success,Active
2223,Kazakhstan,RVSN USSR,1985,Zenit-2,Success,Retired
2224,Russia,RVSN USSR,1985,Molniya-M /Block 2BL,Success,Retired
2225,Kazakhstan,RVSN USSR,1985,Molniya-M /Block ML,Success,Retired
2226,Russia,RVSN USSR,1985,Cosmos-3M (11K65M),Failure,Retired
2227,Russia,RVSN USSR,1985,Tsyklon-3,Success,Retired
2228,Russia,RVSN USSR,1985,Molniya-M /Block ML,Success,Retired
2229,USA,NASA,1985,Space Shuttle Challenger,Success,Retired
2230,Russia,RVSN USSR,1985,Molniya-M /Block 2BL,Success,Retired
2231,Russia,RVSN USSR,1985,Tsyklon-3,Success,Retired
2232,USA,NASA,1985,Space Shuttle Atlantis,Success,Retired
2233,Russia,RVSN USSR,1985,Cosmos-3M (11K65M),Success,Retired
2234,Russia,RVSN USSR,1985,Tsyklon-3,Success,Retired
2235,Russia,RVSN USSR,1985,Cosmos-3M (11K65M),Success,Retired
2236,Russia,RVSN USSR,1985,Molniya-M /Block ML,Success,Retired
2237,Russia,RVSN USSR,1985,Tsyklon-3,Success,Retired
2238,Kazakhstan,RVSN USSR,1985,Zenit-2,Partial Failure,Retired
2239,Russia,RVSN USSR,1986,Cosmos-3M (11K65M),Success,Retired
2240,USA,NASA,1986,Space Shuttle Columbia,Success,Retired
2241,Russia,RVSN USSR,1986,Cosmos-3M (11K65M),Success,Retired
2242,Russia,RVSN USSR,1986,Tsyklon-3,Success,Retired
2243,Russia,RVSN USSR,1986,Cosmos-3M (11K65M),Success,Retired
2244,USA,NASA,1986,Space Shuttle Challenger,Failure,Retired
2245,China,CASC,1986,Long March 3,Success,Retired
2246,Russia,RVSN USSR,1986,Molniya-M /Block 2BL,Success,Retired
2247,USA,General Dynamics,1986,Atlas-H MSD,Success,Retired
2248,Russia,RVSN USSR,1986,Tsyklon-3,Success,Retired
2249,Japan,MHI,1986,N-II Star-37E,Success,Retired
2250,Russia,RVSN USSR,1986,Tsyklon-3,Success,Retired
2251,France,Arianespace,1986,Ariane 1,Success,Retired
2252,Kazakhstan,RVSN USSR,1986,Tsyklon-2,Success,Retired
2253,Kazakhstan,RVSN USSR,1986,Tsyklon-2,Success,Retired
2254,Kazakhstan,RVSN USSR,1986,Tsyklon-2,Success,Retired
2255,France,Arianespace,1986,Ariane 3,Success,Retired
2256,Russia,RVSN USSR,1986,Cosmos-3M (11K65M),Success,Retired
2257,USA,Martin Marietta,1986,Titan 34D,Failure,Retired
2258,Russia,RVSN USSR,1986,Molniya-M /Block ML,Success,Retired
2259,Russia,RVSN USSR,1986,Tsyklon-3,Success,Retired
2260,Russia,RVSN USSR,1986,Cosmos-3M (11K65M),Success,Retired
2261,Russia,RVSN USSR,1986,Tsyklon-3,Success,Retired
2262,France,Arianespace,1986,Ariane 2,Failure,Retired
2263,Russia,RVSN USSR,1986,Cosmos-3M (11K65M),Success,Retired
2264,Russia,RVSN USSR,1986,Tsyklon-3,Success,Retired
2265,Russia,RVSN USSR,1986,Cosmos-3M (11K65M),Success,Retired
2266,Russia,RVSN USSR,1986,Molniya-M /Block ML,Success,Retired
2267,Russia,RVSN USSR,1986,Molniya-M /Block 2BL,Success,Retired
2268,Russia,RVSN USSR,1986,Cosmos-3M (11K65M),Partial Failure,Retired
2269,Russia,RVSN USSR,1986,Tsyklon-3,Success,Retired
2270,Kazakhstan,RVSN USSR,1986,Zenit-2,Success,Retired
2271,Russia,RVSN USSR,1986,Molniya-M /Block ML,Success,Retired
2272,Kazakhstan,RVSN USSR,1986,Tsyklon-2,Success,Retired
2273,Japan,MHI,1986,H-I (9 SO),Success,Retired
2274,Kazakhstan,RVSN USSR,1986,Tsyklon-2,Success,Retired
2275,Russia,RVSN USSR,1986,Molniya-M /Block 2BL,Success,Retired
2276,Russia,RVSN USSR,1986,Cosmos-3M (11K65M),Success,Retired
2277,Russia,RVSN USSR,1986,Molniya-M /Block ML,Success,Retired
2278,Russia,RVSN USSR,1986,Cosmos-3M (11K65M),Success,Retired
2279,USA,General Dynamics,1986,Atlas-E/F Star-37S-ISS,Success,Retired
2280,Russia,RVSN USSR,1986,Tsyklon-3,Success,Retired
2281,Russia,RVSN USSR,1986,Molniya-M /Block 2BL,Partial Failure,Retired
2282,China,CASC,1986,Long March 2C,Success,Active
2283,Russia,RVSN USSR,1986,Tsyklon-3,Failure,Retired
2284,Russia,RVSN USSR,1986,Molniya-M /Block 2BL,Success,Retired
2285,Russia,RVSN USSR,1986,Molniya-M /Block ML,Success,Retired
2286,Kazakhstan,RVSN USSR,1986,Zenit-2,Success,Retired
2287,Russia,RVSN USSR,1986,Cosmos-3M (11K65M),Success,Retired
2288,Russia,RVSN USSR,1986,Cosmos-3M (11K65M),Success,Retired
2289,Russia,RVSN USSR,1986,Molniya-M /Block ML,Success,Retired
2290,Russia,RVSN USSR,1986,Molniya-M /Block 2BL,Success,Retired
2291,Russia,RVSN USSR,1986,Cosmos-3M (11K65M),Success,Retired
2292,Russia,RVSN USSR,1986,Cosmos-3M (11K65M),Success,Retired
2293,Russia,RVSN USSR,1986,Tsyklon-3,Success,Retired
2294,USA,General Dynamics,1986,Atlas-G Centaur-D1AR,Success,Retired
2295,Russia,RVSN USSR,1986,Tsyklon-3,Success,Retired
2296,Russia,RVSN USSR,1986,Molniya-M /Block 2BL,Success,Retired
2297,Russia,RVSN USSR,1986,Cosmos-3M (11K65M),Success,Retired
2298,Russia,RVSN USSR,1986,Tsyklon-3,Success,Retired
2299,Russia,RVSN USSR,1986,Cosmos-3MRB (65MRB),Success,Retired
2300,Russia,RVSN USSR,1986,Molniya-M /Block ML,Success,Retired
2301,Russia,RVSN USSR,1987,Tsyklon-3,Success,Retired
2302,Russia,RVSN USSR,1987,Tsyklon-3,Success,Retired
2303,Russia,RVSN USSR,1987,Cosmos-3M (11K65M),Success,Retired
2304,Russia,RVSN USSR,1987,Cosmos-3M (11K65M),Success,Retired
2305,Russia,RVSN USSR,1987,Molniya-M /Block ML,Success,Retired
2306,Russia,RVSN USSR,1987,Cosmos-3M (11K65M),Partial Failure,Retired
2307,Kazakhstan,RVSN USSR,1987,Tsyklon-2,Success,Retired
2308,Japan,ISAS,1987,Mu-III S2,Success,Retired
2309,USA,Martin Marietta,1987,Titan III(34)B Agena-D,Success,Retired
2310,Kazakhstan,RVSN USSR,1987,Zenit-2,Success,Retired
2311,Russia,RVSN USSR,1987,Cosmos-3M (11K65M),Success,Retired
2312,Japan,MHI,1987,N-II,Success,Retired
2313,Russia,RVSN USSR,1987,Tsyklon-3,Success,Retired
2314,Russia,RVSN USSR,1987,Tsyklon-3,Success,Retired
2315,Russia,RVSN USSR,1987,Tsyklon-3,Success,Retired
2316,Kazakhstan,RVSN USSR,1987,Zenit-2,Success,Retired
2317,India,ISRO,1987,ASLV,Failure,Retired
2318,USA,General Dynamics,1987,Atlas-G Centaur-D1AR,Failure,Retired
2319,Kazakhstan,RVSN USSR,1987,Tsyklon-2,Success,Retired
2320,Russia,RVSN USSR,1987,Tsyklon-3,Success,Retired
2321,Kazakhstan,RVSN USSR,1987,Zenit-2,Success,Retired
2322,USA,General Dynamics,1987,Atlas-H MSD,Success,Retired
2323,Kazakhstan,RVSN USSR,1987,Energiya/Polyus,Success,Retired
2324,Russia,RVSN USSR,1987,Molniya-M /Block 2BL,Success,Retired
2325,Russia,RVSN USSR,1987,Cosmos-3M (11K65M),Success,Retired
2326,Russia,RVSN USSR,1987,Molniya-M /Block 2BL,Success,Retired
2327,Russia,RVSN USSR,1987,Cosmos-3M (11K65M),Success,Retired
2328,Kazakhstan,RVSN USSR,1987,Tsyklon-2,Success,Retired
2329,USA,General Dynamics,1987,Atlas-E/F Star-37S-ISS,Success,Retired
2330,Russia,RVSN USSR,1987,Cosmos-3M (11K65M),Success,Retired
2331,Russia,RVSN USSR,1987,Tsyklon-3,Success,Retired
2332,Russia,RVSN USSR,1987,Cosmos-3M (11K65M),Success,Retired
2333,Kazakhstan,RVSN USSR,1987,Tsyklon-2,Success,Retired
2334,Russia,RVSN USSR,1987,Cosmos-3M (11K65M),Success,Retired
2335,Russia,RVSN USSR,1987,Tsyklon-3,Success,Retired
2336,Kazakhstan,RVSN USSR,1987,Zenit-2,Success,Retired
2337,China,CASC,1987,Long March 2C,Success,Active
2338,Russia,RVSN USSR,1987,Tsyklon-3,Success,Retired
2339,Japan,MHI,1987,H-I UM-129A (9SO),Success,Retired
2340,Russia,RVSN USSR,1987,Cosmos-3MRB (65MRB),Success,Retired
2341,Kazakhstan,RVSN USSR,1987,Zenit-2,Success,Retired
2342,Russia,RVSN USSR,1987,Tsyklon-3,Success,Retired
2343,China,CASC,1987,Long March 2C,Success,Active
2344,France,Arianespace,1987,Ariane 3,Success,Retired
2345,Kazakhstan,RVSN USSR,1987,Tsyklon-2,Success,Retired
2346,Russia,RVSN USSR,1987,Cosmos-3M (11K65M),Success,Retired
2347,Russia,RVSN USSR,1987,Tsyklon-3,Success,Retired
2348,USA,Martin Marietta,1987,Titan 34D,Success,Retired
2349,France,Arianespace,1987,Ariane 2,Success,Retired
2350,USA,Martin Marietta,1987,Titan 34D,Success,Retired
2351,Russia,RVSN USSR,1987,Cosmos-3M (11K65M),Success,Retired
2352,Kazakhstan,RVSN USSR,1987,Tsyklon-2,Success,Retired
2353,Russia,RVSN USSR,1987,Cosmos-3M (11K65M),Success,Retired
2354,Russia,RVSN USSR,1987,Cosmos-3MRB (65MRB),Success,Retired
2355,Russia,RVSN USSR,1987,Molniya-M /Block 2BL,Success,Retired
2356,Russia,RVSN USSR,1987,Cosmos-3M (11K65M),Success,Retired
2357,Russia,RVSN USSR,1988,Tsyklon-3,Success,Retired
2358,Russia,RVSN USSR,1988,Tsyklon-3,Success,Retired
2359,USA,General Dynamics,1988,Atlas-E/F Star-37S-ISS,Success,Retired
2360,Japan,MHI,1988,H-I UM-129A (9SO),Success,Retired
2361,Russia,RVSN USSR,1988,Molniya-M /Block 2BL,Success,Retired
2362,China,CASC,1988,Long March 3,Success,Retired
2363,Russia,RVSN USSR,1988,Cosmos-3M (11K65M),Success,Retired
2364,Kazakhstan,RVSN USSR,1988,Molniya-M /Block ML,Success,Retired
2365,France,Arianespace,1988,Ariane 3,Success,Retired
2366,Kazakhstan,RVSN USSR,1988,Tsyklon-2,Success,Retired
2367,Russia,RVSN USSR,1988,Tsyklon-3,Success,Retired
2368,Kazakhstan,RVSN USSR,1988,Vostok-2M,Success,Retired
2369,Russia,RVSN USSR,1988,Molniya-M /Block ML,Success,Retired
2370,Russia,RVSN USSR,1988,Cosmos-3M (11K65M),Success,Retired
2371,Kenya,ASI,1988,Scout G1,Success,Retired
2372,Russia,RVSN USSR,1988,Cosmos-3M (11K65M),Success,Retired
2373,Kazakhstan,RVSN USSR,1988,Vostok-2M,Success,Retired
2374,Kazakhstan,RVSN USSR,1988,Zenit-2,Success,Retired
2375,France,Arianespace,1988,Ariane 2,Success,Retired
2376,Russia,RVSN USSR,1988,Molniya-M /Block ML,Success,Retired
2377,Kazakhstan,RVSN USSR,1988,Tsyklon-2,Success,Retired
2378,Russia,RVSN USSR,1988,Tsyklon-3,Success,Retired
2379,Russia,RVSN USSR,1988,Tsyklon-3,Success,Retired
2380,Russia,RVSN USSR,1988,Tsyklon-3,Success,Retired
2381,France,ESA,1988,Ariane 44LP,Success,Retired
2382,Russia,RVSN USSR,1988,Cosmos-3M (11K65M),Success,Retired
2383,Russia,RVSN USSR,1988,Cosmos-3MRB (65MRB),Success,Retired
2384,Russia,RVSN USSR,1988,Tsyklon-3,Success,Retired
2385,Russia,RVSN USSR,1988,Cosmos-3M (11K65M),Success,Retired
2386,Russia,RVSN USSR,1988,Cosmos-3M (11K65M),Success,Retired
2387,France,Arianespace,1988,Ariane 3,Success,Retired
2388,Russia,RVSN USSR,1988,Tsyklon-3,Success,Retired
2389,Russia,RVSN USSR,1988,Cosmos-3M (11K65M),Success,Retired
2390,India,ISRO,1988,ASLV,Failure,Retired
2391,China,CASC,1988,Long March 2C,Success,Active
2392,Russia,RVSN USSR,1988,Molniya-M /Block 2BL,Success,Retired
2393,USA,Martin Marietta,1988,Titan 34D,Partial Failure,Retired
2394,USA,Martin Marietta,1988,Titan II(23)G,Success,Retired
2395,China,CASC,1988,Long March 4A,Success,Retired
2396,France,Arianespace,1988,Ariane 3,Success,Retired
2397,Japan,MHI,1988,H-I UM-129A (9SO),Success,Retired
2398,Israel,IAI,1988,Shavit,Success,Retired
2399,USA,General Dynamics,1988,Atlas-E/F Star-37S-ISS,Success,Retired
2400,Russia,RVSN USSR,1988,Molniya-M /Block ML,Success,Retired
2401,USA,NASA,1988,Space Shuttle Discovery,Success,Retired
2402,Russia,RVSN USSR,1988,Molniya-M /Block 2BL,Success,Retired
2403,Russia,RVSN USSR,1988,Tsyklon-3,Success,Retired
2404,Russia,RVSN USSR,1988,Molniya-M /Block 2BL,Success,Retired
2405,France,Arianespace,1988,Ariane 2,Success,Retired
2406,USA,Martin Marietta,1988,Titan 34D,Success,Retired
2407,Kazakhstan,RVSN USSR,1988,Energiya/Buran,Success,Retired
2408,Kazakhstan,RVSN USSR,1988,Tsyklon-2,Success,Retired
2409,Kazakhstan,RVSN USSR,1988,Zenit-2,Success,Retired
2410,USA,NASA,1988,Space Shuttle Atlantis,Success,Retired
2411,France,Arianespace,1988,Ariane 44LP,Success,Retired
2412,China,CASC,1988,Long March 3,Success,Retired
2413,Russia,RVSN USSR,1988,Molniya-M /Block ML,Success,Retired
2414,Russia,RVSN USSR,1988,Tsyklon-3,Success,Retired
2415,Russia,RVSN USSR,1988,Molniya-M /Block ML,Success,Retired
2416,France,Arianespace,1989,Ariane 2,Success,Retired
2417,Russia,RVSN USSR,1989,Tsyklon-3,Success,Retired
2418,Russia,RVSN USSR,1989,Molniya-M /Block 2BL,Success,Retired
2419,USA,Boeing,1989,Delta II 6925,Success,Retired
2420,Russia,RVSN USSR,1989,Cosmos-3M (11K65M),Success,Retired
2421,Kazakhstan,RVSN USSR,1989,Molniya-M /Block ML,Success,Retired
2422,Japan,ISAS,1989,Mu-III S2,Success,Retired
2423,Russia,RVSN USSR,1989,Cosmos-3M (11K65M),Success,Retired
2424,Russia,RVSN USSR,1989,Cosmos-3M (11K65M),Success,Retired
2425,Russia,RVSN USSR,1989,Tsyklon-3,Success,Retired
2426,France,Arianespace,1989,Ariane 44LP,Success,Retired
2427,USA,NASA,1989,Space Shuttle Discovery,Success,Retired
2428,Russia,RVSN USSR,1989,Cosmos-3M (11K65M),Success,Retired
2429,USA,Douglas,1989,Delta 3920-8,Success,Retired
2430,France,Arianespace,1989,Ariane 2,Success,Retired
2431,Russia,RVSN USSR,1989,Cosmos-3M (11K65M),Success,Retired
2432,USA,NASA,1989,Space Shuttle Atlantis,Success,Retired
2433,USA,Martin Marietta,1989,Titan 34D,Success,Retired
2434,India,ISRO,1989,ASLV,Partial Failure,Retired
2435,France,Arianespace,1989,Ariane 44L,Success,Retired
2436,Russia,RVSN USSR,1989,Cosmos-3M (11K65M),Success,Retired
2437,Russia,RVSN USSR,1989,Molniya-M /Block ML,Success,Retired
2438,Russia,RVSN USSR,1989,Tsyklon-3,Failure,Retired
2439,USA,Boeing,1989,Delta II 6925,Success,Retired
2440,Russia,RVSN USSR,1989,Cosmos-3M (11K65M),Success,Retired
2441,USA,Martin Marietta,1989,Titan IV(402)A,Success,Retired
2442,Russia,RVSN USSR,1989,Cosmos-3M (11K65M),Success,Retired
2443,France,Arianespace,1989,Ariane 3,Success,Retired
2444,Kazakhstan,RVSN USSR,1989,Tsyklon-2,Success,Retired
2445,Russia,RVSN USSR,1989,Cosmos-3M (11K65M),Success,Retired
2446,USA,NASA,1989,Space Shuttle Columbia,Success,Retired
2447,France,Arianespace,1989,Ariane 44LP,Success,Retired
2448,USA,Boeing,1989,Delta II 6925,Success,Retired
2449,USA,Boeing,1989,Delta II 6925,Success,Retired
2450,Russia,RVSN USSR,1989,Tsyklon-3,Success,Retired
2451,USA,Martin Marietta,1989,Titan 34D,Success,Retired
2452,Japan,MHI,1989,H-I UM-129A (6SO),Success,Retired
2453,USA,Martin Marietta,1989,Titan II(23)G,Success,Retired
2454,Russia,RVSN USSR,1989,Tsyklon-3,Success,Retired
2455,USA,General Dynamics,1989,Atlas-G Centaur-D1AR,Success,Retired
2456,Russia,RVSN USSR,1989,Molniya-M /Block ML,Success,Retired
2457,Kazakhstan,RVSN USSR,1989,Tsyklon-2,Success,Retired
2458,Russia,RVSN USSR,1989,Tsyklon-3,Success,Retired
2459,USA,NASA,1989,Space Shuttle Atlantis,Success,Retired
2460,Russia,RVSN USSR,1989,Tsyklon-3,Success,Retired
2461,France,Arianespace,1989,Ariane 44L,Success,Retired
2462,USA,NASA,1989,Space Shuttle Discovery,Success,Retired
2463,Russia,RVSN USSR,1989,Molniya-M /Block 2BL,Success,Retired
2464,Kazakhstan,RVSN USSR,1989,Tsyklon-2,Success,Retired
2465,Russia,RVSN USSR,1989,Molniya-M /Block ML,Success,Retired
2466,USA,Boeing,1989,Delta II 6925,Success,Retired
2467,Russia,RVSN USSR,1989,Tsyklon-3,Success,Retired
2468,USA,Martin Marietta,1990,Commercial Titan III,Success,Retired
2469,USA,NASA,1990,Space Shuttle Columbia,Success,Retired
2470,Russia,RVSN USSR,1990,Cosmos-3M (11K65M),Success,Retired
2471,France,Arianespace,1990,Ariane 40,Success,Retired
2472,Russia,RVSN USSR,1990,Molniya-M /Block ML,Success,Retired
2473,Japan,ISAS,1990,Mu-III S2,Success,Retired
2474,USA,Boeing,1990,Delta II 6925,Success,Retired
2475,Russia,RVSN USSR,1990,Tsyklon-3,Success,Retired
2476,USA,Boeing,1990,Delta II 6925,Success,Retired
2477,China,CASC,1990,Long March 3,Success,Retired
2478,Russia,RVSN USSR,1990,Cosmos-3M (11K65M),Success,Retired
2479,Japan,MHI,1990,H-I (9 SO),Success,Retired
2480,Japan,MHI,1990,H-I (9 SO),Success,Retired
2481,USA,Boeing,1990,Delta II 6920-8,Success,Retired
2482,France,Arianespace,1990,Ariane 44L,Failure,Retired
2483,Russia,RVSN USSR,1990,Cosmos-3M (11K65M),Success,Retired
2484,Russia,RVSN USSR,1990,Tsyklon-3,Success,Retired
2485,USA,NASA,1990,Space Shuttle Atlantis,Success,Retired
2486,USA,Martin Marietta,1990,Commercial Titan III,Failure,Retired
2487,Kazakhstan,RVSN USSR,1990,Tsyklon-2,Success,Retired
2488,Russia,RVSN USSR,1990,Cosmos-3M (11K65M),Success,Retired
2489,USA,Boeing,1990,Delta II 6925,Success,Retired
2490,Russia,RVSN USSR,1990,Molniya-M /Block 2BL,Success,Retired
2491,Israel,IAI,1990,Shavit,Success,Retired
2492,USA,Northrop,1990,Pegasus,Success,Retired
2493,Russia,RVSN USSR,1990,Cosmos-3M (11K65M),Success,Retired
2494,China,CASC,1990,Long March 3,Success,Retired
2495,USA,Lockheed,1990,Atlas-E/F Altair,Success,Retired
2496,USA,Boeing,1990,Delta II 6925-8,Success,Retired
2497,Russia,RVSN USSR,1990,Cosmos-3M (11K65M),Success,Retired
2498,USA,NASA,1990,Space Shuttle Discovery,Success,Retired
2499,Russia,RVSN USSR,1990,Cosmos-3M (11K65M),Success,Retired
2500,Russia,RVSN USSR,1990,Molniya-M /Block ML,Success,Retired
2501,Russia,RVSN USSR,1990,Molniya-M /Block 2BL,Success,Retired
2502,Kazakhstan,RVSN USSR,1990,Zenit-2,Success,Retired
2503,USA,Boeing,1990,Delta II 6920-10,Success,Retired
2504,USA,Martin Marietta,1990,Titan IV(405)A,Success,Retired
2505,USA,Boeing,1990,Delta 4925-8,Success,Retired
2506,Russia,RVSN USSR,1990,Molniya-M /Block ML,Success,Retired
2507,Russia,RVSN USSR,1990,Molniya-M /Block 2BL,Partial Failure,Retired
2508,USA,Martin Marietta,1990,Commercial Titan III,Success,Retired
2509,Russia,RVSN USSR,1990,Tsyklon-3,Success,Retired
2510,China,CASC,1990,Long March 2E,Success,Retired
2511,France,Arianespace,1990,Ariane 44L,Success,Retired
2512,Russia,RVSN USSR,1990,Molniya-M /Block 2BL,Success,Retired
2513,USA,General Dynamics,1990,Atlas I,Success,Retired
2514,Russia,RVSN USSR,1990,Tsyklon-3,Success,Retired
2515,Russia,RVSN USSR,1990,Tsyklon-3,Success,Retired
2516,Russia,RVSN USSR,1990,Molniya-M /Block ML,Success,Retired
2517,Kazakhstan,RVSN USSR,1990,Tsyklon-2,Success,Retired
2518,Russia,RVSN USSR,1990,Molniya-M /Block 2BL,Success,Retired
2519,Japan,MHI,1990,H-I UM-129A (9SO),Success,Retired
2520,Japan,MHI,1990,H-I (9 SO),Success,Retired
2521,Russia,RVSN USSR,1990,Cosmos-3M (11K65M),Success,Retired
2522,France,Arianespace,1990,Ariane 44L,Success,Retired
2523,China,CASC,1990,Long March 4A,Success,Retired
2524,Russia,RVSN USSR,1990,Cosmos-3M (11K65M),Success,Retired
2525,Russia,RVSN USSR,1990,Molniya-M /Block ML,Success,Retired
2526,Russia,RVSN USSR,1990,Tsyklon-3,Success,Retired
2527,USA,Boeing,1990,Delta II 6925,Success,Retired
2528,Kazakhstan,RVSN USSR,1990,Zenit-2,Failure,Retired
2529,China,CASC,1990,Long March 2C,Success,Active
2530,USA,NASA,1990,Space Shuttle Discovery,Success,Retired
2531,France,Arianespace,1990,Ariane 44L,Success,Retired
2532,USA,Boeing,1990,Delta II 6925,Success,Retired
2533,USA,Boeing,1990,Delta II 6925,Success,Retired
2534,USA,Martin Marietta,1990,Titan IV(402)A,Success,Retired
2535,Kazakhstan,RVSN USSR,1990,Tsyklon-2,Success,Retired
2536,USA,NASA,1990,Space Shuttle Atlantis,Success,Retired
2537,Russia,RVSN USSR,1990,Molniya-M /Block 2BL,Success,Retired
2538,France,Arianespace,1990,Ariane 42P,Success,Retired
2539,Kazakhstan,RVSN USSR,1990,Rokot/Briz K,Success,Retired
2540,Russia,RVSN USSR,1990,Molniya-M /Block ML,Success,Retired
2541,USA,Boeing,1990,Delta II 7925,Success,Retired
2542,Russia,RVSN USSR,1990,Tsyklon-3,Success,Retired
2543,USA,General Dynamics,1990,Atlas-E/F Star-37S-ISS,Success,Retired
2544,USA,NASA,1990,Space Shuttle Columbia,Success,Retired
2545,Kazakhstan,RVSN USSR,1990,Tsyklon-2,Success,Retired
2546,Russia,RVSN USSR,1990,Cosmos-3M (11K65M),Success,Retired
2547,Russia,RVSN USSR,1990,Tsyklon-3,Success,Retired
2548,USA,Boeing,1991,Delta II 7925,Success,Retired
2549,France,Arianespace,1991,Ariane 44L,Success,Retired
2550,Kazakhstan,RVSN USSR,1991,Tsyklon-2,Success,Retired
2551,Russia,RVSN USSR,1991,Cosmos-3M (11K65M),Success,Retired
2552,Russia,RVSN USSR,1991,Cosmos-3M (11K65M),Success,Retired
2553,Russia,RVSN USSR,1991,Cosmos-3M (11K65M),Success,Retired
2554,Russia,RVSN USSR,1991,Molniya-M /Block ML,Success,Retired
2555,Russia,RVSN USSR,1991,Cosmos-3M (11K65M),Success,Retired
2556,France,Arianespace,1991,Ariane 44LP,Success,Retired
2557,USA,Martin Marietta,1991,Titan IV(403)A,Success,Retired
2558,USA,Boeing,1991,Delta II 6925,Success,Retired
2559,Russia,RVSN USSR,1991,Cosmos-3M (11K65M),Success,Retired
2560,Russia,RVSN USSR,1991,Cosmos-3M (11K65M),Success,Retired
2561,Russia,RVSN USSR,1991,Molniya-M /Block ML,Success,Retired
2562,France,Arianespace,1991,Ariane 44P,Success,Retired
2563,USA,NASA,1991,Space Shuttle Atlantis,Success,Retired
2564,USA,Boeing,1991,Delta II 7925,Success,Retired
2565,Russia,RVSN USSR,1991,Cosmos-3M (11K65M),Success,Retired
2566,USA,General Dynamics,1991,Atlas I,Failure,Retired
2567,Russia,RVSN USSR,1991,Tsyklon-3,Success,Retired
2568,USA,NASA,1991,Space Shuttle Discovery,Success,Retired
2569,USA,General Dynamics,1991,Atlas-E/F Star-37S-ISS,Success,Retired
2570,Russia,RVSN USSR,1991,Tsyklon-3,Success,Retired
