,Company,Location,Date,Time,Rocket,Mission,RocketStatus,Price,MissionStatus,Columna
1227,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",29/10/1973,14:00:00,Vostok-2M,Cosmos 604,Retired,,Success,
1228,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",30/10/1973,19:00:00,Cosmos-3M (11K65M),Intercosmos-10,Retired,,Success,
1229,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",31/10/1973,18:24:00,Soyuz U,Cosmos 605,Retired,,Success,
1230,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",02/11/1973,13:01:00,Molniya-M /Block 2BL,Cosmos 606,Retired,,Success,
1231,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",03/11/1973,05:45:00,Atlas-SLV3D Centaur-D1A,Mariner 10,Retired,,Success,
1232,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",10/11/1973,12:38:00,Voskhod,Cosmos 607,Retired,,Success,
1233,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",10/11/1973,20:09:00,Titan IIID,"KH-9, SSF-B-24 & SSF-C-4",Retired,,Success,
1234,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",14/11/1973,20:40:00,Molniya-M /Block L,Molniya-1 nâ Â­37,Retired,,Success,
1235,NASA,"LC-39B, Kennedy Space Center, Florida, USA",16/11/1973,14:01:00,Saturn IB,Skylab 4,Retired,,Success,
1236,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",20/11/1973,12:29:00,Cosmos-2I (63SM),Cosmos 608,Retired,,Success,
1237,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",21/11/1973,10:00:00,Voskhod,Cosmos 609,Retired,,Success,
1238,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",27/11/1973,00:08:00,Cosmos-3M (11K65M),Cosmos 610,Retired,,Success,
1239,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",28/11/1973,09:29:00,Cosmos-2I (63SM),Cosmos 611,Retired,,Success,
1240,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",28/11/1973,11:43:00,Voskhod,Cosmos 612,Retired,,Success,
1241,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",30/11/1973,13:08:00,Molniya-M /Block L,Molniya-1 nâ Â­38,Retired,,Success,
1242,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",04/12/1973,15:00:00,Cosmos-3M (11K65M),Cosmos 614,Retired,,Success,
1243,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",13/12/1973,11:10:00,Cosmos-2I (63SM),Cosmos 615,Retired,,Success,
1244,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",13/12/1973,23:57:00,Titan III(23)C,DSCS-II 3&4,Retired,,Success,
1245,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",17/12/1973,12:00:00,Soyuz M,Cosmos 616,Retired,,Success,
1246,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",18/12/1973,11:55:00,Soyuz,Soyuz 13,Retired,,Success,
1247,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",19/12/1973,09:43:00,Cosmos-3M (11K65M),Cosmos 617 to 624,Retired,,Success,
1248,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",21/12/1973,12:30:00,Voskhod,Cosmos 625,Retired,,Success,
1249,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",25/12/1973,11:17:00,Molniya-M /Block L,Molniya-2 nâ Â­39,Retired,,Success,
1250,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",26/12/1973,,Cosmos-3M (11K65M),Oreol-2,Retired,,Success,
1251,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",27/12/1973,20:19:00,Tsyklon-2,Cosmos 626,Retired,,Success,
1252,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",29/12/1973,04:12:00,Cosmos-3M (11K65M),Cosmos 627,Retired,,Success,
1253,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",17/01/1974,10:07:00,Cosmos-3M (11K65M),Cosmos 628,Retired,,Success,
1254,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",24/01/1974,15:00:00,Voskhod,Cosmos 629,Retired,,Success,
1255,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",29/01/1974,05:29:00,Soyuz,Cosmos 613,Retired,,Success,
1256,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",30/01/1974,11:00:00,Voskhod,Cosmos 630,Retired,,Success,
1257,ISAS,"Mu Pad, Uchinoura Space Center, Japan",04/02/1974,05:00:00,Mu-III H,Tansei 2,Retired,,Success,
1258,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",06/02/1974,00:33:00,Cosmos-3M (11K65M),Cosmos 631,Retired,,Success,
1259,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",11/02/1974,13:48:00,Titan IIIE,Sphinx & Viking-DS,Retired,,Failure,
1260,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",12/02/1974,08:56:00,Voskhod,Cosmos 632,Retired,,Success,
1261,US Air Force,"SLC-4W, Vandenberg AFB, California, USA",13/02/1974,18:00:00,Titan III(24)B,OPS 6889,Retired,,Success,
1262,ASI,"SM Launch Tab, San Marco Launch Platform, Kenya",18/02/1974,10:05:00,Scout D1,San Marco 4,Retired,,Success,
1263,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",27/02/1974,11:05:00,Cosmos-2I (63SM),Cosmos 633,Retired,,Success,
1264,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",05/03/1974,11:38:00,Vostok-2M,Meteor nâ Â­27,Retired,,Success,
1265,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",05/03/1974,16:05:00,Cosmos-2I (63SM),Cosmos 634,Retired,,Success,
1266,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",14/03/1974,10:29:00,Voskhod,Cosmos 635,Retired,,Success,
1267,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",20/03/1974,08:30:00,Soyuz U,Cosmos 636,Retired,,Success,
1268,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",23/03/1974,14:14:00,Cosmos-3M (11K65M),Cosmos 641 to 648,Retired,,Success,
1269,RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",26/03/1974,13:35:00,Proton K/Block-DM,Cosmos 637,Retired,,Success,
1270,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",03/04/1974,07:30:00,Soyuz U,Cosmos 638,Retired,,Success,
1271,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",04/04/1974,08:30:00,Voskhod,Cosmos 639,Retired,,Success,
1272,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",10/04/1974,20:20:00,Titan IIID,"KH-9, SSF-B-25, IRCB",Retired,,Success,
1273,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",11/04/1974,12:22:00,Voskhod,Cosmos 640,Retired,,Success,
1274,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",12/04/1974,08:00:00,Voskhod,Zenit-4MK nâ Â­23,Retired,,Failure,
1275,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",20/04/1974,20:53:00,Molniya-M /Block ML,Molniya-1 nâ Â­40,Retired,,Success,
1276,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",24/04/1974,11:50:00,Vostok-2M,Meteor nâ Â­28,Retired,,Success,
1277,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",26/04/1974,14:22:00,Molniya-M /Block L,Molniya-2 nâ Â­41,Retired,,Success,
1278,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",29/04/1974,13:29:00,Voskhod,Cosmos 649,Retired,,Success,
1279,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",29/04/1974,17:10:00,Cosmos-3M (11K65M),Cosmos 650,Retired,,Success,
1280,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",15/05/1974,07:30:00,Tsyklon-2,Cosmos 651,Retired,,Success,
1281,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",15/05/1974,08:30:00,Soyuz U,Cosmos 652,Retired,,Success,
1282,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",15/05/1974,12:30:00,Voskhod,Cosmos 653,Retired,,Success,
1283,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",17/05/1974,06:53:00,Tsyklon-2,Cosmos 654,Retired,,Success,
1284,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",17/05/1974,11:00:00,Cosmos-3M (11K65M),Intercosmos-11,Retired,,Success,
1285,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",21/05/1974,06:15:00,Cosmos-3M (11K65M),Cosmos 655,Retired,,Success,
1286,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",23/05/1974,12:16:00,Soyuz U,Yantar-2K nâ Â­01,Retired,,Failure,
1287,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",27/05/1974,07:20:00,Soyuz,Cosmos 656,Retired,,Success,
1288,RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",29/05/1974,08:56:00,Proton K/Block D,Luna-22,Retired,,Success,
1289,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",30/05/1974,12:44:00,Voskhod,Cosmos 657,Retired,,Success,
1290,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",30/05/1974,13:00:00,Titan III(23)C,ATS-6,Retired,,Success,
1291,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",06/06/1974,06:20:00,Voskhod,Cosmos 658,Retired,,Success,
1292,US Air Force,"SLC-4W, Vandenberg AFB, California, USA",06/06/1974,16:30:00,Titan III(24)B,OPS 1776,Retired,,Success,
1293,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",13/06/1974,12:29:00,Voskhod,Cosmos 659,Retired,,Success,
1294,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",18/06/1974,13:00:00,Cosmos-3M (11K65M),Cosmos 660,Retired,,Success,
1295,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",21/06/1974,09:03:00,Cosmos-3M (11K65M),Cosmos 661,Retired,,Success,
1296,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",26/06/1974,12:30:00,Cosmos-2I (63SM),Cosmos 662,Retired,,Success,
1297,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",27/06/1974,15:39:00,Cosmos-3M (11K65M),Cosmos 663,Retired,,Success,
1298,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",29/06/1974,12:50:00,Soyuz M,Cosmos 664,Retired,,Success,
1299,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",29/06/1974,15:59:00,Molniya-M /Block 2BL,Cosmos 665,Retired,,Success,
1300,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",03/07/1974,18:51:00,Soyuz,Soyuz 14,Retired,,Success,
1301,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",09/07/1974,14:39:00,Vostok-2M,Meteor-Priroda nâ Â­1,Retired,,Success,
1302,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",11/07/1974,05:01:00,Cosmos-3MRB (65MRB),BOR-3 Shuttle,Retired,,Success,
1303,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",11/07/1974,11:00:00,Cosmos-2I (63SM),DS-P1-You nâ Â­68,Retired,,Failure,
1304,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",12/07/1974,12:15:00,Voskhod,Cosmos 666,Retired,,Success,
1305,CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",12/07/1974,13:55:00,Feng Bao 1,JSSW-2,Retired,,Failure,
1306,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",14/07/1974,05:17:00,Atlas-E/F PTS,P73-3,Retired,,Success,
1307,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",23/07/1974,01:23:00,Molniya-M /Block L,Molniya-2 nâ Â­42,Retired,,Success,
1308,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",25/07/1974,07:00:00,Voskhod,Cosmos 667,Retired,,Success,
1309,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",25/07/1974,12:00:00,Cosmos-2I (63SM),Cosmos 668,Retired,,Success,
1310,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",26/07/1974,06:59:00,Voskhod,Cosmos 669,Retired,,Success,
1311,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",06/08/1974,00:02:00,Soyuz U,Cosmos 670,Retired,,Success,
1312,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",07/08/1974,12:49:00,Voskhod,Cosmos 671,Retired,,Success,
1313,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",12/08/1974,,Soyuz U,Cosmos 672,Retired,,Success,
1314,US Air Force,"SLC-4W, Vandenberg AFB, California, USA",14/08/1974,15:45:00,Titan III(24)B,OPS 3004,Retired,,Success,
1315,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",16/08/1974,03:41:00,Vostok-2M,Cosmos 673,Retired,,Success,
1316,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",28/08/1974,20:10:00,Soyuz,Soyuz 15,Retired,,Success,
1317,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",29/08/1974,07:39:00,Voskhod,Cosmos 674,Retired,,Success,
1318,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",29/08/1974,15:00:00,Cosmos-3M (11K65M),Cosmos 675,Retired,,Success,
1319,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",30/08/1974,09:00:00,Voskhod,Zenit-2M nâ Â­51,Retired,,Failure,
1320,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",11/09/1974,17:40:00,Cosmos-3M (11K65M),Cosmos 676,Retired,,Success,
1321,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",19/09/1974,14:57:00,Cosmos-3M (11K65M),Cosmos 677 to 684,Retired,,Success,
1322,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",20/09/1974,09:30:00,Voskhod,Cosmos 685,Retired,,Success,
1323,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",26/09/1974,16:34:00,Cosmos-2I (63SM),Cosmos 686,Retired,,Success,
1324,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",11/10/1974,11:29:00,Cosmos-3M (11K65M),Cosmos 687,Retired,,Success,
1325,ASI,"SM Launch Tab, San Marco Launch Platform, Kenya",15/10/1974,07:47:00,Scout B1,Ariel 5,Retired,,Success,
1326,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",18/10/1974,15:00:00,Voskhod,Cosmos 688,Retired,,Success,
1327,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",18/10/1974,22:36:00,Cosmos-3M (11K65M),Cosmos 689,Retired,,Success,
1328,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",22/10/1974,17:59:00,Soyuz U,Cosmos 690,Retired,,Success,
1329,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",24/10/1974,12:38:00,Molniya-M /Block L,Molniya-1 nâ Â­44,Retired,,Success,
1330,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",25/10/1974,09:30:00,Soyuz U,Cosmos 691,Retired,,Success,
1331,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",28/10/1974,10:17:00,Vostok-2M,Meteor nâ Â­29,Retired,,Success,
1332,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",29/10/1974,19:30:00,Titan IIID,"KH-9, S3 & SSF-B-26",Retired,,Success,
1333,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",31/10/1974,10:00:00,Cosmos-3M (11K65M),Intercosmos-12,Retired,,Success,
1334,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",01/11/1974,14:20:00,Voskhod,Cosmos 692,Retired,,Success,
1335,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",04/11/1974,10:40:00,Soyuz M,Cosmos 693,Retired,,Success,
1336,CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",05/11/1974,09:40:00,Long March 2,FSW-0 No.0,Retired,,Failure,
1337,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",16/11/1974,11:45:00,Voskhod,Cosmos 694,Retired,,Success,
1338,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",20/11/1974,12:00:00,Cosmos-2I (63SM),Cosmos 695,Retired,,Success,
1339,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",21/11/1974,10:33:00,Molniya-M /Block L,Molniya-3 nâ Â­45,Retired,,Success,
1340,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",21/11/1974,23:43:00,Atlas-SLV3D Centaur-D1A,Intelsat 4 F8,Retired,,Success,
1341,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",27/11/1974,11:44:00,Voskhod,Cosmos 696,Retired,,Success,
1342,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",02/12/1974,09:40:00,Soyuz U,Soyuz 16,Retired,,Success,
1343,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",10/12/1974,07:11:00,Titan IIIE,Helios-1,Retired,,Success,
1344,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",13/12/1974,13:30:00,Soyuz U,Cosmos 697,Retired,,Partial Failure,
1345,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",17/12/1974,11:45:00,Vostok-2M,Meteor nâ Â­30,Retired,,Success,
1346,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",18/12/1974,14:12:00,Cosmos-3M (11K65M),Cosmos 698,Retired,,Success,
1347,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",21/12/1974,02:19:00,Molniya-M /Block L,Molniya-2 nâ Â­46,Retired,,Success,
1348,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",24/12/1974,11:00:00,Tsyklon-2,Cosmos 699,Retired,,Success,
1349,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",26/12/1974,11:59:00,Cosmos-3M (11K65M),Cosmos 700,Retired,,Success,
1350,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",27/12/1974,09:10:00,Voskhod,Cosmos 701,Retired,,Success,
1351,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",10/01/1975,21:43:00,Soyuz,Soyuz 17,Retired,,Success,
1352,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",17/01/1975,09:00:00,Voskhod,Cosmos 702,Retired,,Success,
1353,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",21/01/1975,11:04:00,Cosmos-2I (63SM),Cosmos 703,Retired,,Success,
1354,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",23/01/1975,11:00:00,Voskhod,Cosmos 704,Retired,,Success,
1355,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",28/01/1975,12:05:00,Cosmos-2I (63SM),Cosmos 705,Retired,,Success,
1356,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",30/01/1975,15:02:00,Molniya-M /Block 2BL,Cosmos 706,Retired,,Success,
1357,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",05/02/1975,13:15:00,Cosmos-3M (11K65M),Cosmos 707,Retired,,Success,
1358,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",06/02/1975,04:49:00,Molniya-M /Block L,Molniya-2 nâ Â­47,Retired,,Success,
1359,CNES,"ELD, Guiana Space Centre, French Guiana, France",06/02/1975,16:35:00,Diamant BP4,Starlette,Retired,,Success,
1360,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",12/02/1975,03:30:00,Cosmos-3M (11K65M),Cosmos 708,Retired,,Success,
1361,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",12/02/1975,14:30:00,Voskhod,Cosmos 709,Retired,,Success,
1362,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",20/02/1975,23:35:00,Atlas-SLV3D Centaur-D1A,Intelsat 4 F6,Retired,,Failure,
1363,ISAS,"Mu Pad, Uchinoura Space Center, Japan",24/02/1975,05:25:00,Mu-III C,Taiyo,Retired,,Success,
1364,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",26/02/1975,09:00:00,Voskhod,Cosmos 710,Retired,,Success,
1365,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",28/02/1975,14:01:00,Cosmos-3M (11K65M),Cosmos 711 to 718,Retired,,Success,
1366,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",10/03/1975,04:41:00,Titan III(34)B Agena-D,Jumpseat 4,Retired,,Success,
1367,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",12/03/1975,08:55:00,Voskhod,Cosmos 719,Retired,,Success,
1368,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",21/03/1975,06:50:00,Soyuz U,Cosmos 720,Retired,,Success,
1369,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",26/03/1975,08:50:00,Voskhod,Cosmos 721,Retired,,Success,
1370,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",27/03/1975,08:00:00,Voskhod,Cosmos 722,Retired,,Success,
1371,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",27/03/1975,14:30:00,Cosmos-3M (11K65M),Intercosmos-13,Retired,,Success,
1372,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",01/04/1975,12:30:00,Vostok-2M,Meteor nâ Â­31,Retired,,Success,
1373,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",02/04/1975,11:00:00,Tsyklon-2,Cosmos 723,Retired,,Success,
1374,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",05/04/1975,11:04:00,Soyuz,Soyuz 18a (7K-T nâ Â­39),Retired,,Failure,7K-T nâ Â­39
1375,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",07/04/1975,11:00:00,Tsyklon-2,Cosmos 724,Retired,,Success,
1376,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",08/04/1975,18:30:00,Cosmos-2I (63SM),Cosmos 725,Retired,,Success,
1377,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",11/04/1975,07:57:00,Cosmos-3M (11K65M),Cosmos 726,Retired,,Success,
1378,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",13/04/1975,00:51:00,Atlas-E/F Star-17A,P72-2,Retired,,Failure,
1379,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",14/04/1975,17:52:00,Molniya-M /Block ML,Molniya-3 nâ Â­48,Retired,,Success,
1380,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",16/04/1975,08:00:00,Soyuz U,Cosmos 727,Retired,,Success,
1381,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",18/04/1975,10:00:00,Voskhod,Cosmos 728,Retired,,Success,
1382,US Air Force,"SLC-4W, Vandenberg AFB, California, USA",18/04/1975,16:48:00,Titan III(24)B,OPS 4883,Retired,,Success,
1383,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",19/04/1975,07:58:00,Cosmos-3M (11K65M),Aryabhata,Retired,,Success,
1384,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",22/04/1975,21:10:00,Cosmos-3M (11K65M),Cosmos 729,Retired,,Success,
1385,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",24/04/1975,08:04:00,Voskhod,Cosmos 730,Retired,,Success,
1386,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",29/04/1975,10:23:00,Molniya-M /Block ML,Molniya-1 nâ Â­49,Retired,,Success,
1387,ASI,"SM Launch Tab, San Marco Launch Platform, Kenya",07/05/1975,22:45:00,Scout F1,Explorer 53,Retired,,Success,
1388,CNES,"ELD, Guiana Space Centre, French Guiana, France",17/05/1975,14:47:00,Diamant BP4,Castor & Pollux,Retired,,Success,
1389,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",20/05/1975,14:03:00,Titan III(23)C,DSCS-II 5&6,Retired,,Failure,
1390,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",21/05/1975,06:59:00,Voskhod,Cosmos 731,Retired,,Success,
1391,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",22/05/1975,22:04:00,Atlas-SLV3D Centaur-D1A,Intelsat 4 F1,Retired,,Success,
1392,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",24/05/1975,14:58:00,Soyuz,Soyuz 18,Retired,,Success,
1393,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",25/05/1975,14:30:00,Soyuz U,Cosmos 1012,Retired,,Success,
1394,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",28/05/1975,00:25:00,Cosmos-3M (11K65M),Cosmos 732 to 739,Retired,,Success,
1395,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",28/05/1975,07:29:00,Voskhod,Cosmos 740,Retired,,Success,
1396,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",30/05/1975,06:45:00,Voskhod,Cosmos 741,Retired,,Success,
1397,RVSN USSR,"Site 107/1, Kapustin Yar, Russia",03/06/1975,09:00:00,Cosmos-3M (11K65M),DS-U3 satellite,Retired,,Failure,
1398,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",03/06/1975,13:20:00,Voskhod,Cosmos 742,Retired,,Success,
1399,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",05/06/1975,01:37:00,Molniya-M /Block ML,Molniya-1 nâ Â­50 & SRET-2,Retired,,Success,
1400,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",08/06/1975,18:30:00,Titan IIID,KH-9 & SSF-C-5,Retired,,Success,
1401,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",12/06/1975,12:30:00,Soyuz U,Cosmos 743,Retired,,Success,
1402,General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",18/06/1975,09:00:00,Atlas-SLV3A Agena-D,AFP-827 (Canyon-6),Retired,,Success,Canyon-6
1403,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",20/06/1975,06:54:00,Vostok-2M,Cosmos 744,Retired,,Success,
1404,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",24/06/1975,12:05:00,Cosmos-2I (63SM),Cosmos 745,Retired,,Success,
