Country,Active,Retired,TotalCompaniesPerCountry,Company,Year,Rocket,MissionStatus,RocketStatus,Location,Date,Mission,SuccessfulLaunches,UnsuccessfulLaunches,SuccessToFailureRatio,SuccesfullLaunches,UnsuccessfullLaunches,TotalLaunches
USA,,,,Northrop,,Pegasus,,,"Stargazer, Cape Canaveral AFS, Florida, USA",22/10/1998,SCD-2,,,,,,
France,,,,Arianespace,,Ariane 44L,,,"ELA-2, Guiana Space Centre, French Guiana, France",28/10/1998,"Afristar, GE-5",,,,,,
USA,,,,NASA,,Space Shuttle Discovery,,,"LC-39B, Kennedy Space Center, Florida, USA",29/10/1998,STS-95,,,,,,
USA,,,,Boeing,,Delta II 7920-10C,,,"SLC-2W, Vandenberg AFB, California, USA",06/11/1998,MS-11,,,,,,
USA,,,,Boeing,,Delta II 7925,,,"SLC-17B, Cape Canaveral AFS, Florida, USA",22/11/1998,BONUM-1,,,,,,
USA,,,,NASA,,Space Shuttle Endeavour,,,"LC-39A, Kennedy Space Center, Florida, USA",04/12/1998,STS-88,,,,,,
France,,,,Arianespace,,Ariane 42L,,,"ELA-2, Guiana Space Centre, French Guiana, France",06/12/1998,Satmex 5,,,,,,
USA,,,,Northrop,,Pegasus XL,,,"Stargazer, Vandenberg AFB, California, USA",06/12/1998,SWAS,,,,,,
Russia,,,,VKS RF,,Cosmos-3M (11K65M),,,"Site 132/1, Plesetsk Cosmodrome, Russia",10/12/1998,Nadiezhda nâ Â­8 & Astrid 2,,,,,,
USA,,,,Boeing,,Delta II 7425,,,"SLC-17A, Cape Canaveral AFS, Florida, USA",11/12/1998,Mars Climate Orbiter,,,,,,
China,,,,CASC,,Long March 2C,,,"LC-7, Taiyuan Satellite Launch Center, China",19/12/1998,Iridium 88 & 89,,,,,,
France,,,,Arianespace,,Ariane 42L,,,"ELA-2, Guiana Space Centre, French Guiana, France",22/12/1998,Panamsat-6B,,,,,,
Russia,,,,VKS RF,,Cosmos-3M (11K65M),,,"Site 132/1, Plesetsk Cosmodrome, Russia",24/12/1998,Cosmos 2361,,,,,,
USA,,,,Boeing,,Delta II 7425,,,"SLC-17B, Cape Canaveral AFS, Florida, USA",03/01/1999,Mars Polar Lander,,,,,,
USA,,,,Lockheed,,Athena I,,,"SLC-46, Cape Canaveral AFS, Florida, USA",27/01/1999,ROCSAT 1,,,,,,
USA,,,,Boeing,,Delta II 7426,,,"SLC-17A, Cape Canaveral AFS, Florida, USA",07/02/1999,Stardust,,,,,,
USA,,,,ILS,,Atlas IIAS,,,"SLC-36A, Cape Canaveral AFS, Florida, USA",16/02/1999,JCSAT-6,,,,,,
USA,,,,Boeing,,Delta II 7920-10,,,"SLC-2W, Vandenberg AFB, California, USA",23/02/1999,"ARGOS (P91-1 ARGOS), ?Ã¶rsted and SUNSAT",,,,,,
France,,,,Arianespace,,Ariane 44L,,,"ELA-2, Guiana Space Centre, French Guiana, France",26/02/1999,"Arabsat-3A, Skynet 4E",,,,,,
USA,,,,Northrop,,Pegasus XL,,,"Stargazer, Vandenberg AFB, California, USA",05/03/1999,WIRE,,,,,,
France,,,,Arianespace,,Ariane 42P,,,"ELA-2, Guiana Space Centre, French Guiana, France",02/04/1999,Insat-2E,,,,,,
USA,,,,Lockheed,,Titan IV(402)B,,,"SLC-41, Cape Canaveral AFS, Florida, USA",09/04/1999,DSP,,,,,,
USA,,,,ILS,,Atlas IIAS,,,"SLC-36A, Cape Canaveral AFS, Florida, USA",12/04/1999,Eutelsat W3,,,,,,
USA,,,,Boeing,,Delta II 7920-10,,,"SLC-2W, Vandenberg AFB, California, USA",15/04/1999,Landsat 7,,,,,,
Kazakhstan,,,,Kosmotras,,Dnepr,,,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",21/04/1999,UoSat 12,,,,,,
USA,,,,Lockheed,,Athena II,,,"SLC-6, Vandenberg AFB, California, USA",27/04/1999,Ikonos,,,,,,
Russia,,,,VKS RF,,Cosmos-3M (11K65M),,,"Site 107/1, Kapustin Yar, Russia",28/04/1999,ABRIXAS & Megsat 0,,,,,,
USA,,,,Lockheed,,Titan IV(401)B,,,"SLC-40, Cape Canaveral AFS, Florida, USA",30/04/1999,Milstar DFS-3m,,,,,,
USA,,,,Boeing,,Delta III 8930,,,"SLC-17B, Cape Canaveral AFS, Florida, USA",05/05/1999,Orion 3,,,,,,
China,,,,CASC,,Long March 4B,,,"LC-7, Taiyuan Satellite Launch Center, China",10/05/1999,Fengyun 1C & Shijian-5,,,,,,
USA,,,,Northrop,,Pegasus XL/HAPS,,,"Stargazer, Vandenberg AFB, California, USA",18/05/1999,TERRIERS & MUBLCOM,,,,,,
USA,,,,Lockheed,,Titan IV(404)B,,,"SLC-4E, Vandenberg AFB, California, USA",22/05/1999,NROL-9 (Misty),,,,,,
USA,,,,NASA,,Space Shuttle Discovery,,,"LC-39B, Kennedy Space Center, Florida, USA",27/05/1999,STS-96,,,,,,
USA,,,,Boeing,,Delta II 7420-10C,,,"SLC-17B, Cape Canaveral AFS, Florida, USA",10/06/1999,Globalstar 3,,,,,,
China,,,,CASC,,Long March 2C,,,"LC-7, Taiyuan Satellite Launch Center, China",11/06/1999,Iridium 92 & 93,,,,,,
USA,,,,Lockheed,,Titan II(23)G,,,"SLC-4W, Vandenberg AFB, California, USA",20/06/1999,QuikSCAT,,,,,,
USA,,,,Boeing,,Delta II 7320-10C,,,"SLC-17A, Cape Canaveral AFS, Florida, USA",24/06/1999,FUSE,,,,,,
Russia,,,,VKS RF,,Molniya-M /Block ML,,,"Site 43/3, Plesetsk Cosmodrome, Russia",08/07/1999,Molniya-3 nâ Â­169,,,,,,
USA,,,,Boeing,,Delta II 7420-10C,,,"SLC-17B, Cape Canaveral AFS, Florida, USA",10/07/1999,Globalstar 4,,,,,,
Kazakhstan,,,,VKS RF,,Zenit-2,,,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",17/07/1999,Okean-O nâ Â­1,,,,,,
USA,,,,NASA,,Space Shuttle Columbia,,,"LC-39B, Kennedy Space Center, Florida, USA",23/07/1999,STS-93,,,,,,
USA,,,,Boeing,,Delta II 7420-10C,,,"SLC-17A, Cape Canaveral AFS, Florida, USA",25/07/1999,Globalstar 5,,,,,,
USA,,,,Boeing,,Delta II 7925,,,"SLC-17A, Cape Canaveral AFS, Florida, USA",07/08/1999,USA-145 (GPS IIR-3),,,,,,
France,,,,Arianespace,,Ariane 42P,,,"ELA-2, Guiana Space Centre, French Guiana, France",12/08/1999,Telkom-1,,,,,,
USA,,,,Boeing,,Delta II 7420-10C,,,"SLC-17B, Cape Canaveral AFS, Florida, USA",17/08/1999,Globalstar 6,,,,,,
Russia,,,,VKS RF,,Cosmos-3M (11K65M),,,"Site 132/1, Plesetsk Cosmodrome, Russia",26/08/1999,Cosmos 2366,,,,,,
France,,,,Arianespace,,Ariane 42P,,,"ELA-2, Guiana Space Centre, French Guiana, France",04/09/1999,Koreasat-3,,,,,,
USA,,,,ILS,,Atlas IIAS,,,"SLC-36A, Cape Canaveral AFS, Florida, USA",23/09/1999,Echostar 5,,,,,,
USA,,,,Lockheed,,Athena II,,,"SLC-6, Vandenberg AFB, California, USA",24/09/1999,Ikonos 1,,,,,,
France,,,,Arianespace,,Ariane 44LP,,,"ELA-2, Guiana Space Centre, French Guiana, France",25/09/1999,Telstar 7,,,,,,
China,,,,CASC,,Long March 4B,,,"LC-7, Taiyuan Satellite Launch Center, China",14/10/1999,CBERS-1 & SACI 1,,,,,,
France,,,,Arianespace,,Ariane 44LP,,,"ELA-2, Guiana Space Centre, French Guiana, France",19/10/1999,Orion 2,,,,,,
France,,,,Arianespace,,Ariane 44LP,,,"ELA-2, Guiana Space Centre, French Guiana, France",13/11/1999,GE-4,,,,,,
China,,,,CASC,,Long March 2F,,,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China",19/11/1999,Shenzhou 1,,,,,,
USA,,,,Lockheed,,Atlas IIA,,,"SLC-36B, Cape Canaveral AFS, Florida, USA",23/11/1999,UHF F10,,,,,,
France,,,,Arianespace,,Ariane 40,,,"ELA-2, Guiana Space Centre, French Guiana, France",03/12/1999,Helios 1B & Cl??mentine,,,,,,
USA,,,,Northrop,,Pegasus XL/HAPS,,,"Stargazer, Vandenberg AFB, California, USA",04/12/1999,Orbcomm D1-D8,,,,,,
France,,,,Arianespace,,Ariane 5 G,,,"ELA-3, Guiana Space Centre, French Guiana, France",10/12/1999,XMM-Newton,,,,,,
USA,,,,Lockheed,,Titan II(23)G,,,"SLC-4W, Vandenberg AFB, California, USA",12/12/1999,USA-147,,,,,,
USA,,,,Lockheed,,Atlas IIAS,,,"SLC-3E, Vandenberg AFB, California, USA",18/12/1999,Terra,,,,,,
USA,,,,NASA,,Space Shuttle Discovery,,,"LC-39A, Kennedy Space Center, Florida, USA",20/12/1999,STS-103,,,,,,
France,,,,Arianespace,,Ariane 44L,,,"ELA-2, Guiana Space Centre, French Guiana, France",22/12/1999,Galaxy-11,,,,,,
Kazakhstan,,,,VKS RF,,Tsyklon-2,,,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",26/12/1999,Cosmos 2367,,,,,,
Russia,,,,VKS RF,,Molniya-M /Block 2BL,,,"Site 16/2, Plesetsk Cosmodrome, Russia",27/12/1999,Cosmos 2368,,,,,,
USA,,,,Northrop,,Minotaur C (Taurus),,,"SLC-576E, Vandenberg AFB, California, USA",31/12/1999,KOMPSAT & ACRIMSAT,,,,,,
USA,,,,Lockheed,,Atlas IIA,,,"SLC-36A, Cape Canaveral AFS, Florida, USA",21/01/2000,DSCS IIIB-8,,,,,,
France,,,,Arianespace,,Ariane 42L,,,"ELA-2, Guiana Space Centre, French Guiana, France",25/01/2000,Galaxy 10R,,,,,,
China,,,,CASC,,Long March 3A,,,"LC-2, Xichang Satellite Launch Center, China",25/01/2000,ChinaSat-22,,,,,,
USA,,,,Northrop,,Minotaur I,,,"SLC-8, Vandenberg AFB, California, USA",27/01/2000,JAWSat,,,,,,
USA,,,,ILS,,Atlas IIAS,,,"SLC-36B, Cape Canaveral AFS, Florida, USA",03/02/2000,Hispasat 1C,,,,,,
USA,,,,Boeing,,Delta II 7920-10C,,,"SLC-17B, Cape Canaveral AFS, Florida, USA",08/02/2000,Globalstar 7,,,,,,
USA,,,,NASA,,Space Shuttle Endeavour,,,"LC-39A, Kennedy Space Center, Florida, USA",11/02/2000,STS-99,,,,,,
France,,,,Arianespace,,Ariane 44LP,,,"ELA-2, Guiana Space Centre, French Guiana, France",18/02/2000,Superbird 4,,,,,,
Kazakhstan,,,,VKS RF,,Zenit-2,,,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",02/03/2000,Cosmos 2369,,,,,,
USA,,,,Northrop,,Minotaur C (Taurus),,,"SLC-576E, Vandenberg AFB, California, USA",12/03/2000,Multispectral Thermal Imager (MTI),,,,,,
France,,,,Arianespace,,Ariane 5 G,,,"ELA-3, Guiana Space Centre, French Guiana, France",21/03/2000,INSAT-3B & AsiaStar,,,,,,
USA,,,,Boeing,,Delta II 7326,,,"SLC-2W, Vandenberg AFB, California, USA",25/03/2000,IMAGE,,,,,,
France,,,,Arianespace,,Ariane 42L,,,"ELA-3, Guiana Space Centre, French Guiana, France",19/04/2000,Galaxy 4R,,,,,,
USA,,,,Lockheed,,Atlas IIA,,,"SLC-36A, Cape Canaveral AFS, Florida, USA",03/05/2000,GOES-L,,,,,,
USA,,,,Lockheed,,Titan IV(402)B,,,"SLC-40, Cape Canaveral AFS, Florida, USA",08/05/2000,DSP,,,,,,
USA,,,,Boeing,,Delta II 7925,,,"SLC-17A, Cape Canaveral AFS, Florida, USA",11/05/2000,GPS IIR-4,,,,,,
Russia,,,,Eurockot,,Rokot/Briz KM,,,"Site 133/3, Plesetsk Cosmodrome, Russia",16/05/2000,SimSat 1 & 2 (Iridium),,,,,,
USA,,,,NASA,,Space Shuttle Atlantis,,,"LC-39A, Kennedy Space Center, Florida, USA",19/05/2000,STS-101,,,,,,
USA,,,,ILS,,Atlas IIIA,,,"SLC-36B, Cape Canaveral AFS, Florida, USA",24/05/2000,Eutelsat W4,,,,,,
USA,,,,Northrop,,Pegasus XL,,,"Stargazer, Vandenberg AFB, California, USA",07/06/2000,TSX-5,,,,,,
China,,,,CASC,,Long March 3,,,"LC-3, Xichang Satellite Launch Center, China",25/06/2000,Fengyun-2B,,,,,,
Russia,,,,VKS RF,,Cosmos-3M (11K65M),,,"Site 132/1, Plesetsk Cosmodrome, Russia",28/06/2000,"Nadiezhda nâ Â­9, Tsinghua-1 & SNAP-1",,,,,,
USA,,,,Lockheed,,Atlas IIA,,,"SLC-36A, Cape Canaveral AFS, Florida, USA",30/06/2000,TDRS-H,,,,,,
USA,,,,ILS,,Atlas IIAS,,,"SLC-36B, Cape Canaveral AFS, Florida, USA",14/07/2000,Echostar 6,,,,,,
Russia,,,,VKS RF,,Cosmos-3M (11K65M),,,"Site 132/1, Plesetsk Cosmodrome, Russia",15/07/2000,"CHAMP, MITA & Rubin 1",,,,,,
USA,,,,Boeing,,Delta II 7925,,,"SLC-17A, Cape Canaveral AFS, Florida, USA",16/07/2000,GPS IIR-5,,,,,,
USA,,,,Northrop,,Minotaur I,,,"SLC-8, Vandenberg AFB, California, USA",19/07/2000,MightySat 2.1,,,,,,
France,,,,Arianespace,,Ariane 44LP,,,"ELA-2, Guiana Space Centre, French Guiana, France",17/08/2000,"Brasilsat B4, Nilesat 102",,,,,,
USA,,,,Lockheed,,Titan IV(403)B,,,"SLC-4E, Vandenberg AFB, California, USA",17/08/2000,NROL-11 (Onyx),,,,,,
USA,,,,Boeing,,Delta III 8930,,,"SLC-17B, Cape Canaveral AFS, Florida, USA",23/08/2000,DM F3,,,,,,
France,,,,Arianespace,,Ariane 44P,,,"ELA-2, Guiana Space Centre, French Guiana, France",06/09/2000,Eutelsat W1,,,,,,
USA,,,,NASA,,Space Shuttle Atlantis,,,"LC-39B, Kennedy Space Center, Florida, USA",08/09/2000,STS-106,,,,,,
France,,,,Arianespace,,Ariane 5 G,,,"ELA-3, Guiana Space Centre, French Guiana, France",14/09/2000,Astra 2B & GE-7,,,,,,
USA,,,,Lockheed,,Titan II(23)G,,,"SLC-4W, Vandenberg AFB, California, USA",21/09/2000,NOAA-16,,,,,,
Kazakhstan,,,,VKS RF,,Zenit-2,,,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",25/09/2000,Cosmos 2372,,,,,,
Kazakhstan,,,,Kosmotras,,Dnepr,,,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",26/09/2000,Megsat 1 & Others,,,,,,
France,,,,Arianespace,,Ariane 42L,,,"ELA-2, Guiana Space Centre, French Guiana, France",06/10/2000,N-SAT 110,,,,,,
USA,,,,Northrop,,Pegasus,,,"Stargazer, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA",09/10/2000,HETE 2,,,,,,
USA,,,,NASA,,Space Shuttle Discovery,,,"LC-39A, Kennedy Space Center, Florida, USA",11/10/2000,STS-92,,,,,,
USA,,,,Lockheed,,Atlas IIA,,,"SLC-36A, Cape Canaveral AFS, Florida, USA",20/10/2000,DSCS III-B11,,,,,,
France,,,,Arianespace,,Ariane 44LP,,,"ELA-2, Guiana Space Centre, French Guiana, France",29/10/2000,EuropeStar F1,,,,,,
China,,,,CASC,,Long March 3A,,,"LC-2, Xichang Satellite Launch Center, China",30/10/2000,Beidou-1A,,,,,,
USA,,,,Boeing,,Delta II 7925,,,"SLC-17A, Cape Canaveral AFS, Florida, USA",10/11/2000,GPS IIR-6,,,,,,
France,,,,Arianespace,,Ariane 5 G,,,"ELA-3, Guiana Space Centre, French Guiana, France",16/11/2000,"PanAmSat-1R, Amsat-P3D, STRV 1C, STRV 1D",,,,,,
Russia,,,,VKS RF,,Cosmos-3M (11K65M),,,"Site 132/1, Plesetsk Cosmodrome, Russia",20/11/2000,QuickBird-1,,,,,,
USA,,,,Boeing,,Delta II 7320-10C,,,"SLC-2W, Vandenberg AFB, California, USA",21/11/2000,EO-1 / SAC-C,,,,,,
France,,,,Arianespace,,Ariane 44L,,,"ELA-2, Guiana Space Centre, French Guiana, France",21/11/2000,Anik F1,,,,,,
USA,,,,NASA,,Space Shuttle Endeavour,,,"LC-39B, Kennedy Space Center, Florida, USA",30/11/2000,STS-97,,,,,,
Russia,,,,MITT,,Start-1,,,"Svobodny Cosmodrome, Russia",05/12/2000,EROS A,,,,,,
USA,,,,Lockheed,,Atlas IIAS,,,"SLC-36A, Cape Canaveral AFS, Florida, USA",06/12/2000,NROL-10,,,,,,
France,,,,Arianespace,,Ariane 5 G,,,"ELA-3, Guiana Space Centre, French Guiana, France",20/12/2000,"Astra 2D, GE-8, LDREX",,,,,,
China,,,,CASC,,Long March 3A,,,"LC-2, Xichang Satellite Launch Center, China",20/12/2000,Beidou-1B,,,,,,
Russia,,,,VKS RF,,Tsyklon-3,,,"Site 32/1, Plesetsk Cosmodrome, Russia",27/12/2000,Cosmos 2377 to 2379 & Gonets 7 to 9,,,,,,
China,,,,CASC,,Long March 2F,,,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China",09/01/2001,Shenzhou 2,,,,,,
France,,,,Arianespace,,Ariane 44P,,,"ELA-2, Guiana Space Centre, French Guiana, France",10/01/2001,Turksat 2A,,,,,,
USA,,,,Boeing,,Delta II 7925,,,"SLC-17A, Cape Canaveral AFS, Florida, USA",30/01/2001,GPS IIR-7,,,,,,
France,,,,Arianespace,,Ariane 44L,,,"ELA-2, Guiana Space Centre, French Guiana, France",07/02/2001,"Sicral-1, Skynet 4F",,,,,,
USA,,,,NASA,,Space Shuttle Atlantis,,,"LC-39A, Kennedy Space Center, Florida, USA",07/02/2001,STS-98,,,,,,
Russia,,,,MITT,,Start-1,,,"Svobodny Cosmodrome, Russia",20/02/2001,Odin,,,,,,
USA,,,,Lockheed,,Titan IV(401)B,,,"SLC-40, Cape Canaveral AFS, Florida, USA",27/02/2001,Milstar DFS-4,,,,,,
USA,,,,NASA,,Space Shuttle Discovery,,,"LC-39B, Kennedy Space Center, Florida, USA",08/03/2001,STS-102,,,,,,
France,,,,Arianespace,,Ariane 5 G,,,"ELA-3, Guiana Space Centre, French Guiana, France",08/03/2001,Eurobird-1 & BSat-2a,,,,,,
USA,,,,Boeing,,Delta II 7925,,,"SLC-17A, Cape Canaveral AFS, Florida, USA",07/04/2001,Mars Odyssey,,,,,,
USA,,,,NASA,,Space Shuttle Endeavour,,,"LC-39A, Kennedy Space Center, Florida, USA",19/04/2001,STS-100,,,,,,
USA,,,,Boeing,,Delta II 7925,,,"SLC-17B, Cape Canaveral AFS, Florida, USA",18/05/2001,NROL-17 (GeoLITE),,,,,,
Russia,,,,VKS RF,,Cosmos-3M (11K65M),,,"Site 132/1, Plesetsk Cosmodrome, Russia",08/06/2001,Cosmos 2378,,,,,,
France,,,,Arianespace,,Ariane 44L,,,"ELA-2, Guiana Space Centre, French Guiana, France",09/06/2001,Intelsat 901,,,,,,
USA,,,,ILS,,Atlas IIAS,,,"SLC-36B, Cape Canaveral AFS, Florida, USA",19/06/2001,ICO F2,,,,,,
USA,,,,Boeing,,Delta II 7425-10C,,,"SLC-17A, Cape Canaveral AFS, Florida, USA",30/06/2001,WMAP,,,,,,
USA,,,,NASA,,Space Shuttle Atlantis,,,"LC-39B, Kennedy Space Center, Florida, USA",12/07/2001,STS-104,,,,,,
France,,,,Arianespace,,Ariane 5 G,,,"ELA-3, Guiana Space Centre, French Guiana, France",12/07/2001,Artemis & BSAT-2b,,,,,,
Russia,,,,VKS RF,,Molniya-M /Block ML,,,"Site 43/4, Plesetsk Cosmodrome, Russia",20/07/2001,Molniya-3K nâ Â­170,,,,,,
USA,,,,Lockheed,,Atlas IIA,,,"SLC-36A, Cape Canaveral AFS, Florida, USA",23/07/2001,GOES-M,,,,,,
USA,,,,Lockheed,,Titan IV(402)B,,,"SLC-40, Cape Canaveral AFS, Florida, USA",06/08/2001,DSP,,,,,,
USA,,,,Boeing,,Delta II 7326,,,"SLC-17A, Cape Canaveral AFS, Florida, USA",08/08/2001,Genesis Probe,,,,,,
USA,,,,NASA,,Space Shuttle Discovery,,,"LC-39A, Kennedy Space Center, Florida, USA",10/08/2001,STS-105,,,,,,
France,,,,Arianespace,,Ariane 44L,,,"ELA-2, Guiana Space Centre, French Guiana, France",30/08/2001,Intelsat 902,,,,,,
USA,,,,Lockheed,,Atlas IIAS,,,"SLC-3E, Vandenberg AFB, California, USA",09/09/2001,NROL-13 (Intruder FA & 5B),,,,,,
USA,,,,Northrop,,Minotaur C (Taurus),,,"SLC-576E, Vandenberg AFB, California, USA",21/09/2001,Orbview-4/QuikTOMS,,,,,,
France,,,,Arianespace,,Ariane 44P,,,"ELA-2, Guiana Space Centre, French Guiana, France",25/09/2001,Atlantic Bird 2,,,,,,
USA,,,,Lockheed,,Athena I,,,"LP-1, Pacific Spaceport Complex, Alaska, USA",30/09/2001,Starshine 3 & Others,,,,,,
USA,,,,Lockheed,,Titan IV(404)B,,,"SLC-4E, Vandenberg AFB, California, USA",05/10/2001,NROL-14 (KH-11 Kennen),,,,,,
USA,,,,Lockheed,,Atlas IIAS,,,"SLC-36B, Cape Canaveral AFS, Florida, USA",11/10/2001,NROL-12,,,,,,
USA,,,,Boeing,,Delta II 7320-10C,,,"SLC-2W, Vandenberg AFB, California, USA",18/10/2001,QuickBird,,,,,,
Russia,,,,VKS RF,,Molniya-M /Block ML,,,"Site 43/3, Plesetsk Cosmodrome, Russia",25/10/2001,Molniya-3 nâ Â­171,,,,,,
France,,,,Arianespace,,Ariane 44LP,,,"ELA-2, Guiana Space Centre, French Guiana, France",27/11/2001,DirecTV-4S,,,,,,
USA,,,,NASA,,Space Shuttle Endeavour,,,"LC-39B, Kennedy Space Center, Florida, USA",05/12/2001,STS-108,,,,,,
USA,,,,Boeing,,Delta II 7920-10C,,,"SLC-2W, Vandenberg AFB, California, USA",07/12/2001,Jason-1 / TIMED,,,,,,
Kazakhstan,,,,VKS RF,,Zenit-2,,,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",10/12/2001,Meteor 3M nâ Â­1 & Others,,,,,,
Kazakhstan,,,,VKS RF,,Tsyklon-2,,,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",21/12/2001,Cosmos 2383,,,,,,
Russia,,,,VKS RF,,Tsyklon-3,,,"Site 32/1, Plesetsk Cosmodrome, Russia",28/12/2001,Cosmos 2384 to 2386 & Gonets 10 to 12,,,,,,
USA,,,,Lockheed,,Titan IV(401)B,,,"SLC-40, Cape Canaveral AFS, Florida, USA",16/01/2002,Milstar DFS-5,,,,,,
France,,,,Arianespace,,Ariane 42L,,,"ELA-2, Guiana Space Centre, French Guiana, France",23/01/2002,Insat 3C,,,,,,
USA,,,,Northrop,,Pegasus XL,,,"Stargazer, Cape Canaveral AFS, Florida, USA",05/02/2002,RHESSI,,,,,,
USA,,,,Boeing,,Delta II 7920-10C,,,"SLC-2W, Vandenberg AFB, California, USA",11/02/2002,Iridium IS-1,,,,,,
USA,,,,ILS,,Atlas IIIB,,,"SLC-36B, Cape Canaveral AFS, Florida, USA",21/02/2002,EchoStar VII,,,,,,
France,,,,Arianespace,,Ariane 44L,,,"ELA-2, Guiana Space Centre, French Guiana, France",23/02/2002,Intelsat 904,,,,,,
France,,,,Arianespace,,Ariane 5 G,,,"ELA-3, Guiana Space Centre, French Guiana, France",01/03/2002,Envisat,,,,,,
USA,,,,NASA,,Space Shuttle Columbia,,,"LC-39A, Kennedy Space Center, Florida, USA",01/03/2002,STS-109,,,,,,
USA,,,,Lockheed,,Atlas IIA,,,"SLC-36A, Cape Canaveral AFS, Florida, USA",08/03/2002,TDRS-I,,,,,,
Russia,,,,Eurockot,,Rokot/Briz KM,,,"Site 133/3, Plesetsk Cosmodrome, Russia",17/03/2002,GRACE 1 & 2,,,,,,
China,,,,CASC,,Long March 2F,,,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China",25/03/2002,Shenzhou 3,,,,,,
France,,,,Arianespace,,Ariane 44L,,,"ELA-2, Guiana Space Centre, French Guiana, France",29/03/2002,"Astra 3A, JCSAT-8",,,,,,
Russia,,,,VKS RF,,Molniya-M /Block 2BL,,,"Site 16/2, Plesetsk Cosmodrome, Russia",01/04/2002,Cosmos 2388,,,,,,
USA,,,,NASA,,Space Shuttle Atlantis,,,"LC-39B, Kennedy Space Center, Florida, USA",08/04/2002,STS-110,,,,,,
France,,,,Arianespace,,Ariane 44L,,,"ELA-2, Guiana Space Centre, French Guiana, France",16/04/2002,NSS-7,,,,,,
USA,,,,Boeing,,Delta II 7920-10C,,,"SLC-2W, Vandenberg AFB, California, USA",04/05/2002,Aqua,,,,,,
China,,,,CASC,,Long March 4B,,,"LC-7, Taiyuan Satellite Launch Center, China",15/05/2002,Fengyun-1D & Haiyang-1A,,,,,,
Russia,,,,VKS RF,,Cosmos-3M (11K65M),,,"Site 132/1, Plesetsk Cosmodrome, Russia",28/05/2002,Cosmos 2389,,,,,,
France,,,,Arianespace,,Ariane 44L,,,"ELA-2, Guiana Space Centre, French Guiana, France",05/06/2002,Intelsat 905,,,,,,
USA,,,,NASA,,Space Shuttle Endeavour,,,"LC-39A, Kennedy Space Center, Florida, USA",05/06/2002,STS-111,,,,,,
Russia,,,,Eurockot,,Rokot/Briz KM,,,"Site 133/3, Plesetsk Cosmodrome, Russia",20/06/2002,Iridium SV97 and SV98,,,,,,
USA,,,,Lockheed,,Titan II(23)G,,,"SLC-4W, Vandenberg AFB, California, USA",24/06/2002,NOAA-17,,,,,,
France,,,,Arianespace,,Ariane 5 G,,,"ELA-3, Guiana Space Centre, French Guiana, France",02/07/2002,Stellat-5 & NStar-C,,,,,,
USA,,,,Boeing,,Delta II 7425,,,"SLC-17A, Cape Canaveral AFS, Florida, USA",03/07/2002,CONTOUR,,,,,,
France,,,,Arianespace,,Ariane 42P,,,"ELA-2, Guiana Space Centre, French Guiana, France",05/07/2002,"SPOT-5, IDEFIX",,,,,,
Russia,,,,VKS RF,,Cosmos-3M (11K65M),,,"Site 132/1, Plesetsk Cosmodrome, Russia",08/07/2002,Cosmos 2390 and 2391,,,,,,
USA,,,,ILS,,Atlas V 401,,,"SLC-41, Cape Canaveral AFS, Florida, USA",21/08/2002,Hot Bird 6,,,,,,
France,,,,Arianespace,,Ariane 5 G,,,"ELA-3, Guiana Space Centre, French Guiana, France",28/08/2002,"Atlantic Bird 1, MSG-1, MFD",,,,,,
France,,,,Arianespace,,Ariane 44L,,,"ELA-2, Guiana Space Centre, French Guiana, France",06/09/2002,Intelsat 906,,,,,,
China,,,,CASIC,,Kaituozhe 1,,,"Taiyuan Satellite Launch Center, China",15/09/2002,PS 1,,,,,,
USA,,,,ILS,,Atlas IIAS,,,"SLC-36A, Cape Canaveral AFS, Florida, USA",18/09/2002,Hispasat 1D,,,,,,
Russia,,,,VKS RF,,Cosmos-3M (11K65M),,,"Site 132/1, Plesetsk Cosmodrome, Russia",26/09/2002,Nadiezhda-M nâ Â­1,,,,,,
USA,,,,NASA,,Space Shuttle Atlantis,,,"LC-39B, Kennedy Space Center, Florida, USA",07/10/2002,STS-112,,,,,,
China,,,,CASC,,Long March 4B,,,"LC-7, Taiyuan Satellite Launch Center, China",27/10/2002,Ziyuan ll-02,,,,,,
USA,,,,Boeing,,"Delta IV Medium+ (4,2)",,,"SLC-37B, Cape Canaveral AFS, Florida, USA",20/11/2002,Eutelsat W5,,,,,,
USA,,,,NASA,,Space Shuttle Endeavour,,,"LC-39A, Kennedy Space Center, Florida, USA",24/11/2002,STS-113,,,,,,
Russia,,,,VKS RF,,Cosmos-3M (11K65M),,,"Site 132/1, Plesetsk Cosmodrome, Russia",28/11/2002,"AlSat 1, Mozhayets 4 & Rubin 3-DSI",,,,,,
