Country,Active,Retired,TotalCompaniesPerCountry,Company,Year,Rocket,MissionStatus,RocketStatus,Location,Date,Mission,SuccessfulLaunches,UnsuccessfulLaunches,SuccessToFailureRatio,SuccesfullLaunches,UnsuccessfullLaunches,TotalLaunches
USA,,,,Blue Origin,,New Shepard,,,"Launch Site One, West Texas, Texas, USA",26/08/2021,NS-17,,,,,,
USA,,,,Astra,,Rocket 3,,,"LP-3B, Pacific Spaceport Complex, Kodiak, Alaska, USA",28/08/2021,STP-27AD1,,,,,,
USA,,,,SpaceX,,Falcon 9 Block 5,,,"LC-39A, Kennedy Space Center, Florida, USA",29/08/2021,CRS SpX-23,,,,,,
USA,,,,Firefly,,Firefly Alpha,,,"SLC-2W, Vandenberg SFB, California, USA",03/09/2021,DREAM (Demo Flight),,,,,,
China,,,,CASC,,Long March 4C,,,"LC-9, Taiyuan Satellite Launch Center, China",07/09/2021,Gaofen-5 02,,,,,,
China,,,,CASC,,Long March 3B/E,,,"LC-2, Xichang Satellite Launch Center, China",09/09/2021,ChinaSat 9B (Zhongxing-9B),,,,,,
Russia,,,,VKS RF,,Soyuz 2.1v/Volga,,,"Site 43/4, Plesetsk Cosmodrome, Russia",09/09/2021,Cosmos 2551,,,,,,
USA,,,,SpaceX,,Falcon 9 Block 5,,,"SLC-4E, Vandenberg SFB, California, USA",14/09/2021,Starlink Group 2-1,,,,,,
Kazakhstan,,,,Starsem,,Soyuz 2.1b/Fregat,,,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",14/09/2021,OneWeb #10,,,,,,
USA,,,,SpaceX,,Falcon 9 Block 5,,,"LC-39A, Kennedy Space Center, Florida, USA",16/09/2021,Inspiration4,,,,,,
China,,,,CASC,,Long March 7,,,"LC-201, Wenchang Satellite Launch Center, China",20/09/2021,Tianzhou 3,,,,,,
China,,,,ExPace,,Kuaizhou 1A,,,"Site 95, Jiuquan Satellite Launch Center, China",27/09/2021,Jilin-1 High Resolution 02D,,,,,,
China,,,,CASC,,Long March 3B/E,,,"LC-3, Xichang Satellite Launch Center, China",27/09/2021,Shiyan 10,,,,,,
USA,,,,ULA,,Atlas V 401,,,"SLC-3E, Vandenberg SFB, California, USA",27/09/2021,Landsat 9 & Others,,,,,,
Kazakhstan,,,,Roscosmos,,Soyuz 2.1a,,,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",05/10/2021,Soyuz MS-19,,,,,,
USA,,,,Blue Origin,,New Shepard,,,"Launch Site One, West Texas, Texas, USA",13/10/2021,NS-18,,,,,,
Russia,,,,Starsem,,Soyuz 2.1b/Fregat,,,"Site 1S, Vostochny Cosmodrome, Russia",14/10/2021,OneWeb #11,,,,,,
China,,,,CASC,,Long March 2D,,,"LC-9, Taiyuan Satellite Launch Center, China",14/10/2021,CHASE (Chinese HÎ± Solar Explorer) & Tianyuan-1,,,,,,
China,,,,CASC,,Long March 2F/G,,,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China",15/10/2021,Shenzhou 13,,,,,,
USA,,,,ULA,,Atlas V 401,,,"SLC-41, Cape Canaveral SFS, Florida, USA",16/10/2021,Lucy,,,,,,
China,,,,CASC,,Long March 3B/E,,,"LC-2, Xichang Satellite Launch Center, China",24/10/2021,Shijian 21,,,,,,
France,,,,Arianespace,,Ariane 5 ECA,,,"ELA-3, Guiana Space Centre, French Guiana, France",24/10/2021,SES-17 & Syracuse-4A,,,,,,
China,,,,ExPace,,Kuaizhou 1A,,,"Site 95, Jiuquan Satellite Launch Center, China",27/10/2021,Jilin-1 High Resolution 02F,,,,,,
Kazakhstan,,,,Roscosmos,,Soyuz 2.1a,,,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",28/10/2021,Progress MS-18,,,,,,
China,,,,CASC,,Long March 2C/YZ-1S,,,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",03/11/2021,Yaogan-32 02,,,,,,
China,,,,CASC,,Long March 6,,,"LC-16, Taiyuan Satellite Launch Center, China",05/11/2021,SDGSAT-1,,,,,,
China,,,,CASC,,Long March 2D,,,"LC-3, Xichang Satellite Launch Center, China",06/11/2021,Yaogan 35 A/B/C,,,,,,
USA,,,,SpaceX,,Falcon 9 Block 5,,,"LC-39A, Kennedy Space Center, Florida, USA",11/11/2021,SpaceX Crew-3,,,,,,
USA,,,,SpaceX,,Falcon 9 Block 5,,,"SLC-40, Cape Canaveral SFS, Florida, USA",13/11/2021,Starlink Group 4-1,,,,,,
France,,,,Arianespace,,Vega,,,"ELV-1, Guiana Space Centre, French Guiana, France",16/11/2021,"CERES 1, 2 & 3",,,,,,
China,,,,CASC,,Long March 4B,,,"LC-9, Taiyuan Satellite Launch Center, China",20/11/2021,Gaofen-11 03,,,,,,
USA,,,,Astra,,Rocket 3,,,"LP-3B, Pacific Spaceport Complex, Kodiak, Alaska, USA",20/11/2021,STP-27AD2,,,,,,
China,,,,CASC,,Long March 4C,,,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",22/11/2021,Gaofen-3 02,,,,,,
USA,,,,SpaceX,,Falcon 9 Block 5,,,"SLC-4E, Vandenberg SFB, California, USA",24/11/2021,DART,,,,,,
Kazakhstan,,,,Roscosmos,,Soyuz 2.1b,,,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",24/11/2021,Progress M-UM Prichal,,,,,,
China,,,,ExPace,,Kuaizhou 1A,,,"Site 95, Jiuquan Satellite Launch Center, China",24/11/2021,Shiyan 11,,,,,,
Russia,,,,VKS RF,,Soyuz 2.1b/Fregat,,,"Site 43/4, Plesetsk Cosmodrome, Russia",25/11/2021,Cosmos 2552,,,,,,
China,,,,CASC,,Long March 3B/E,,,"LC-2, Xichang Satellite Launch Center, China",26/11/2021,ChinaSat 1D,,,,,,
USA,,,,SpaceX,,Falcon 9 Block 5,,,"SLC-40, Cape Canaveral SFS, Florida, USA",02/12/2021,Starlink Group 4-3 & BlackSky,,,,,,
France,,,,Arianespace,,Soyuz ST-B/Fregat-MT,,,"ELS, Guiana Space Centre, French Guiana, France",05/12/2021,Galileo FOC FM23-FM24,,,,,,
China,,,,Galactic Energy,,Ceres-1,,,"Site 95, Jiuquan Satellite Launch Center, China",07/12/2021,Keep On Moving,,,,,,
USA,,,,ULA,,Atlas V 551,,,"SLC-41, Cape Canaveral SFS, Florida, USA",07/12/2021,STP-3,,,,,,
Kazakhstan,,,,Roscosmos,,Soyuz 2.1a,,,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",08/12/2021,Soyuz MS-20 / Space Adventures,,,,,,
USA,,,,SpaceX,,Falcon 9 Block 5,,,"LC-39A, Kennedy Space Center, Florida, USA",09/12/2021,IXPE,,,,,,
China,,,,CASC,,Long March 4B,,,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",10/12/2021,Shijian 6 Group 05,,,,,,
USA,,,,Blue Origin,,New Shepard,,,"Launch Site One, West Texas, Texas, USA",11/12/2021,NS-19,,,,,,
Kazakhstan,,,,Roscosmos,,Proton-M/Briz-M,,,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",13/12/2021,Ekspress-AMU3 & AMU7,,,,,,
China,,,,CASC,,Long March 3B/E,,,"LC-3, Xichang Satellite Launch Center, China",13/12/2021,Tianlian-2-02,,,,,,
China,,,,ExPace,,Kuaizhou 1A,,,"Site 95, Jiuquan Satellite Launch Center, China",15/12/2021,GeeSAT-1A & 1B,,,,,,
USA,,,,SpaceX,,Falcon 9 Block 5,,,"SLC-4E, Vandenberg SFB, California, USA",18/12/2021,Starlink Group 4-4,,,,,,
USA,,,,SpaceX,,Falcon 9 Block 5,,,"SLC-40, Cape Canaveral SFS, Florida, USA",19/12/2021,TÃ¼rksat 5B,,,,,,
USA,,,,SpaceX,,Falcon 9 Block 5,,,"LC-39A, Kennedy Space Center, Florida, USA",21/12/2021,CRS SpX-24,,,,,,
China,,,,CASC,,Long March 7A,,,"LC-201, Wenchang Satellite Launch Center, China",23/12/2021,Shiyan 12-01 & 02,,,,,,
France,,,,Arianespace,,Ariane 5 ECA,,,"ELA-3, Guiana Space Centre, French Guiana, France",25/12/2021,James Webb Space Telescope (JWST),,,,,,
China,,,,CASC,,Long March 4C,,,"LC-9, Taiyuan Satellite Launch Center, China",26/12/2021,Ziyuan-1 02E & CAS-9,,,,,,
Kazakhstan,,,,Starsem,,Soyuz 2.1b/Fregat,,,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",27/12/2021,OneWeb #12,,,,,,
Russia,,,,VKS RF,,Angara A5/Persey,,,"Site 35/1, Plesetsk Cosmodrome, Russia",27/12/2021,MGM nÂ°3,,,,,,
China,,,,CASC,,Long March 2D,,,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",29/12/2021,Tianhui 4,,,,,,
China,,,,CASC,,Long March 3B/E,,,"LC-2, Xichang Satellite Launch Center, China",29/12/2021,TJSW-9,,,,,,
USA,,,,SpaceX,,Falcon 9 Block 5,,,"LC-39A, Kennedy Space Center, Florida, USA",06/01/2022,Starlink Group 4-5,,,,,,
USA,,,,SpaceX,,Falcon 9 Block 5,,,"SLC-40, Cape Canaveral SFS, Florida, USA",13/01/2022,Transporter 3,,,,,,
USA,,,,Virgin Orbit,,LauncherOne,,,"Cosmic Girl, Mojave Air and Space Port, California, USA",13/01/2022,STP-27VPB/Above the Clouds,,,,,,
China,,,,CASC,,Long March 2D,,,"LC-9, Taiyuan Satellite Launch Center, China",17/01/2022,Shiyan 13,,,,,,
USA,,,,SpaceX,,Falcon 9 Block 5,,,"LC-39A, Kennedy Space Center, Florida, USA",19/01/2022,Starlink Group 4-6,,,,,,
USA,,,,ULA,,Atlas V 511,,,"SLC-41, Cape Canaveral SFS, Florida, USA",21/01/2022,GSSAP 5 & 6 (USSF-8),,,,,,
China,,,,CASC,,Long March 4C,,,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",25/01/2022,L-SAR 01A,,,,,,
USA,,,,SpaceX,,Falcon 9 Block 5,,,"SLC-40, Cape Canaveral SFS, Florida, USA",31/01/2022,CSG-2,,,,,,
USA,,,,SpaceX,,Falcon 9 Block 5,,,"SLC-4E, Vandenberg SFB, California, USA",02/02/2022,NROL-87,,,,,,
USA,,,,SpaceX,,Falcon 9 Block 5,,,"LC-39A, Kennedy Space Center, Florida, USA",03/02/2022,Starlink Group 4-7,,,,,,
Russia,,,,VKS RF,,Soyuz 2.1a/Fregat-M,,,"Site 43/4, Plesetsk Cosmodrome, Russia",05/02/2022,Cosmos 2553,,,,,,
France,,,,Arianespace,,Soyuz ST-B/Fregat-MT,,,"ELS, Guiana Space Centre, French Guiana, France",10/02/2022,OneWeb #13,,,,,,
USA,,,,Astra,,Rocket 3,,,"SLC-46, Cape Canaveral SFS, Florida, USA",10/02/2022,VCLS Demo-2A,,,,,,
Kazakhstan,,,,Roscosmos,,Soyuz 2.1a,,,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",15/02/2022,Progress MS-19,,,,,,
USA,,,,Northrop,,Antares 230+,,,"LP-0A, Wallops Flight Facility, Virginia, USA",19/02/2022,CRS NG-17,,,,,,
USA,,,,SpaceX,,Falcon 9 Block 5,,,"SLC-40, Cape Canaveral SFS, Florida, USA",21/02/2022,Starlink Group 4-8,,,,,,
USA,,,,SpaceX,,Falcon 9 Block 5,,,"SLC-4E, Vandenberg SFB, California, USA",25/02/2022,Starlink Group 4-11,,,,,,
China,,,,CASC,,Long March 4C,,,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",26/02/2022,L-SAR 01B,,,,,,
China,,,,CASC,,Long March 8 (Core Only),,,"LC-201, Wenchang Satellite Launch Center, China",27/02/2022,"Hainan-1, Jilin Gaofen-03D & Others",,,,,,
USA,,,,ULA,,Atlas V 541,,,"SLC-41, Cape Canaveral SFS, Florida, USA",01/03/2022,GOES-T (GOES-18),,,,,,
USA,,,,SpaceX,,Falcon 9 Block 5,,,"LC-39A, Kennedy Space Center, Florida, USA",03/03/2022,Starlink Group 4-9,,,,,,
China,,,,CASC,,Long March 2C,,,"LC-3, Xichang Satellite Launch Center, China",05/03/2022,Yinhe-1 (x6) & Others,,,,,,
USA,,,,SpaceX,,Falcon 9 Block 5,,,"SLC-40, Cape Canaveral SFS, Florida, USA",09/03/2022,Starlink Group 4-10,,,,,,
USA,,,,Astra,,Rocket 3,,,"LP-3B, Pacific Spaceport Complex, Kodiak, Alaska, USA",15/03/2022,Spaceflight Astra-1,,,,,,
China,,,,CASC,,Long March 4C,,,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",17/03/2022,Yaogan 34-02,,,,,,
Kazakhstan,,,,Roscosmos,,Soyuz 2.1a,,,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",18/03/2022,Soyuz MS-21,,,,,,
USA,,,,SpaceX,,Falcon 9 Block 5,,,"SLC-40, Cape Canaveral SFS, Florida, USA",19/03/2022,Starlink Group 4-12,,,,,,
Russia,,,,VKS RF,,Soyuz 2.1a/Fregat-M,,,"Site 43/3, Plesetsk Cosmodrome, Russia",22/03/2022,Meridian-M nÂ°20L,,,,,,
China,,,,CASC,,Long March 6A,,,"LC-9A, Taiyuan Satellite Launch Center, China",29/03/2022,Pujiang-2 & Tiankun-2,,,,,,
China,,,,CASC,,Long March 11,,,"Site 95, Jiuquan Satellite Launch Center, China",30/03/2022,Tianping-2 A to C,,,,,,
USA,,,,Blue Origin,,New Shepard,,,"Launch Site One, West Texas, Texas, USA",31/03/2022,NS-20,,,,,,
USA,,,,SpaceX,,Falcon 9 Block 5,,,"SLC-40, Cape Canaveral SFS, Florida, USA",01/04/2022,Transporter 4,,,,,,
China,,,,CASC,,Long March 4C,,,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",06/04/2022,Gaofen-3 03,,,,,,
Russia,,,,VKS RF,,Soyuz 2.1b,,,"Site 43/3, Plesetsk Cosmodrome, Russia",07/04/2022,Cosmos 2554,,,,,,
USA,,,,SpaceX,,Falcon 9 Block 5,,,"LC-39A, Kennedy Space Center, Florida, USA",08/04/2022,Axiom Mission 1 (Ax-1),,,,,,
China,,,,CASC,,Long March 3B/E,,,"LC-2, Xichang Satellite Launch Center, China",15/04/2022,ChinaSat 6D,,,,,,
China,,,,CASC,,Long March 4C,,,"LC-9, Taiyuan Satellite Launch Center, China",15/04/2022,Daqi-1 (AEMS),,,,,,
USA,,,,SpaceX,,Falcon 9 Block 5,,,"SLC-4E, Vandenberg SFB, California, USA",17/04/2022,NROL-85,,,,,,
USA,,,,SpaceX,,Falcon 9 Block 5,,,"SLC-40, Cape Canaveral SFS, Florida, USA",21/04/2022,Starlink Group 4-14,,,,,,
USA,,,,SpaceX,,Falcon 9 Block 5,,,"LC-39A, Kennedy Space Center, Florida, USA",27/04/2022,SpaceX Crew-4,,,,,,
China,,,,CASC,,Long March 2C,,,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",29/04/2022,SuperView Neo 1-01 & 02,,,,,,
Russia,,,,VKS RF,,Angara 1.2,,,"Site 35/1, Plesetsk Cosmodrome, Russia",29/04/2022,Cosmos 2555,,,,,,
USA,,,,SpaceX,,Falcon 9 Block 5,,,"SLC-40, Cape Canaveral SFS, Florida, USA",29/04/2022,Starlink Group 4-16,,,,,,
China,,,,CASC,,Long March 2D,,,"LC-9, Taiyuan Satellite Launch Center, China",05/05/2022,Jilin-1 Wideband-01C & High Resolution 03D-27 to 33,,,,,,
USA,,,,SpaceX,,Falcon 9 Block 5,,,"LC-39A, Kennedy Space Center, Florida, USA",06/05/2022,Starlink Group 4-17,,,,,,
China,,,,CASC,,Long March 7,,,"LC-201, Wenchang Satellite Launch Center, China",09/05/2022,Tianzhou 4,,,,,,
China,,,,i-Space,,Hyperbola-1,,,"Site 95, Jiuquan Satellite Launch Center, China",13/05/2022,Jilin-1 Mofang-01A(R),,,,,,
USA,,,,SpaceX,,Falcon 9 Block 5,,,"SLC-4E, Vandenberg SFB, California, USA",13/05/2022,Starlink Group 4-13,,,,,,
USA,,,,SpaceX,,Falcon 9 Block 5,,,"SLC-40, Cape Canaveral SFS, Florida, USA",14/05/2022,Starlink Group 4-15,,,,,,
USA,,,,SpaceX,,Falcon 9 Block 5,,,"LC-39A, Kennedy Space Center, Florida, USA",18/05/2022,Starlink Group 4-18,,,,,,
Russia,,,,VKS RF,,Soyuz 2.1a,,,"Site 43/4, Plesetsk Cosmodrome, Russia",19/05/2022,Cosmos 2556,,,,,,
USA,,,,ULA,,Atlas V N22,,,"SLC-41, Cape Canaveral SFS, Florida, USA",19/05/2022,Starliner OFT-2,,,,,,
China,,,,CASC,,Long March 2C/YZ-1S,,,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",20/05/2022,RSW-04 - 06,,,,,,
USA,,,,SpaceX,,Falcon 9 Block 5,,,"SLC-40, Cape Canaveral SFS, Florida, USA",25/05/2022,Transporter 5,,,,,,
China,,,,CASC,,Long March 2C,,,"LC-3, Xichang Satellite Launch Center, China",02/06/2022,Geely Constellation Group 01,,,,,,
Kazakhstan,,,,Roscosmos,,Soyuz 2.1a,,,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",03/06/2022,Progress MS-20,,,,,,
USA,,,,Blue Origin,,New Shepard,,,"Launch Site One, West Texas, Texas, USA",04/06/2022,NS-21,,,,,,
China,,,,CASC,,Long March 2F/G,,,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China",05/06/2022,Shenzhou 14,,,,,,
USA,,,,SpaceX,,Falcon 9 Block 5,,,"SLC-40, Cape Canaveral SFS, Florida, USA",08/06/2022,Nilesat-301,,,,,,
USA,,,,SpaceX,,Falcon 9 Block 5,,,"LC-39A, Kennedy Space Center, Florida, USA",17/06/2022,Starlink Group 4-19,,,,,,
USA,,,,SpaceX,,Falcon 9 Block 5,,,"SLC-4E, Vandenberg SFB, California, USA",18/06/2022,SARah 1,,,,,,
USA,,,,SpaceX,,Falcon 9 Block 5,,,"SLC-40, Cape Canaveral SFS, Florida, USA",19/06/2022,Globalstar FM15 & USA 328 to 331,,,,,,
China,,,,CASIC,,Kuaizhou 1A,,,"Site 95, Jiuquan Satellite Launch Center, China",22/06/2022,Tianxing-1,,,,,,
France,,,,Arianespace,,Ariane 5 ECA,,,"ELA-3, Guiana Space Centre, French Guiana, France",22/06/2022,Measat-3d & GSAT-24,,,,,,
China,,,,CASC,,Long March 2D,,,"LC-3, Xichang Satellite Launch Center, China",23/06/2022,Yaogan 35 Group 02,,,,,,
China,,,,CASC,,Long March 4C,,,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",27/06/2022,Gaofen-12 03,,,,,,
USA,,,,SpaceX,,Falcon 9 Block 5,,,"SLC-40, Cape Canaveral SFS, Florida, USA",29/06/2022,SES-22,,,,,,
USA,,,,ULA,,Atlas V 541,,,"SLC-41, Cape Canaveral SFS, Florida, USA",01/07/2022,USSF-12 (WFOV),,,,,,
USA,,,,Virgin Orbit,,LauncherOne,,,"Cosmic Girl, Mojave Air and Space Port, California, USA",02/07/2022,STP-S28A,,,,,,
Russia,,,,VKS RF,,Soyuz 2.1b/Fregat-M,,,"Site 43/4, Plesetsk Cosmodrome, Russia",07/07/2022,Cosmos 2557,,,,,,
USA,,,,SpaceX,,Falcon 9 Block 5,,,"SLC-40, Cape Canaveral SFS, Florida, USA",07/07/2022,Starlink Group 4-21,,,,,,
USA,,,,SpaceX,,Falcon 9 Block 5,,,"SLC-4E, Vandenberg SFB, California, USA",11/07/2022,Starlink Group 3-1,,,,,,
China,,,,CASC,,Long March 3B/E,,,"LC-2, Xichang Satellite Launch Center, China",12/07/2022,Tianlian-2-03,,,,,,
USA,,,,Astra,,Rocket 3,,,"SLC-46, Cape Canaveral SFS, Florida, USA",12/07/2022,TROPICS Flight 1,,,,,,
France,,,,ESA,,Vega C,,,"ELV-1, Guiana Space Centre, French Guiana, France",13/07/2022,LARES 2 & Cubesats,,,,,,
USA,,,,SpaceX,,Falcon 9 Block 5,,,"LC-39A, Kennedy Space Center, Florida, USA",15/07/2022,CRS SpX-25,,,,,,
China,,,,CASC,,Long March 2C,,,"LC-9, Taiyuan Satellite Launch Center, China",15/07/2022,SuperView Neo 2-01 & 02,,,,,,
USA,,,,SpaceX,,Falcon 9 Block 5,,,"SLC-40, Cape Canaveral SFS, Florida, USA",17/07/2022,Starlink Group 4-22,,,,,,
USA,,,,SpaceX,,Falcon 9 Block 5,,,"SLC-4E, Vandenberg SFB, California, USA",22/07/2022,Starlink Group 3-2,,,,,,
China,,,,CASC,,Long March 5B,,,"LC-101, Wenchang Satellite Launch Center, China",24/07/2022,Wentian,,,,,,
USA,,,,SpaceX,,Falcon 9 Block 5,,,"LC-39A, Kennedy Space Center, Florida, USA",24/07/2022,Starlink Group 4-25,,,,,,
China,,,,CAS Space,,Zhongke-1A,,,"Jiuquan Satellite Launch Center, China",27/07/2022,Demo Flight,,,,,,
China,,,,CASC,,Long March 2D,,,"LC-3, Xichang Satellite Launch Center, China",29/07/2022,Yaogan 35 Group 03,,,,,,
France,,,,,,,,,,,,299.0,14.0,21.357142857142858,,,
Russia,,,,,,,,,,,,1323.0,63.0,21.0,,,
China,,,,,,,,,,,,335.0,24.0,13.958333333333334,,,
Japan,,,,,,,,,,,,117.0,10.0,11.7,,,
Pacific Ocean,,,,,,,,,,,,33.0,3.0,11.0,,,
USA,,,,,,,,,,,,1298.0,134.0,9.686567164179104,,,
